year,monthId,pbt,park,street,location,activity_days
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 38,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 39,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 39 A,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 39 B,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 39 C,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 39 D,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 40,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 41,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 47,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 48,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 5,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 50,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 51,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 52,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 53,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 54,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 56,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 6,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 63,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 65,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 67,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 69,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 7,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 71,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 73,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 79,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 8,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN YULE CATTO,SMK TAMAN KLUANG BARAT,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN YULE CATTO,SEKOLAH AGAMA SRI KLUANG BARAT,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN YULE CATTO,SURAU AL-HIDAYAH,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN REVERTEX,SJKC CHIAU MING,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN REVERTEX,GERAI MPK,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN REVERTEX,KAMPUS INTAN,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 53 A,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 53 B,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 51A,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 51B,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 51C,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 51D,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 45A,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 45B,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 75,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 128,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 130,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 41A,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 41B,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 43,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 43A,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 43B,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 43C,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 44,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 45,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 46,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 49D,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 49E,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG BARAT,JALAN 49F,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG JAYA,JALAN EMAS,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN KLUANG JAYA,JALAN GANGSA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG JAYA,JALAN PERAK,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG JAYA,JALAN SUASA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG JAYA,JALAN TEMBAGA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN KLUANG JAYA,JALAN TIMAH,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN LESTARI,JALAN LESTARI UTAMA,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN LESTARI,JALAN LESTARI 1,PERNIAGAAN AS HIGHWAY,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN CEMPEDAK,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN DELIMA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN HAJI MANAN,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KELAPA,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KELAPA,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 3,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 5,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 6,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN KOKO 7,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN LIMAU,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN PINANG,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN LIAN SENG,JALAN SUKUN,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MAJU JAYA,JALAN DATO SYED ZAIN 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN MAJU JAYA,JALAN DATO SYED ZAIN 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN MAJU JAYA,JALAN DATO SYED ZAIN 3,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI 2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI 3,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI 4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI 2/1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MELODI,JALAN MELODI 2/2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG JEBAT,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 1/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 1/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 1/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 2/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 2/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 2/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/3,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/5,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 4/7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 5/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 5/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 6/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 6/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 7/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 7/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 7/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 8/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 9,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 9/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 9/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 9/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 9/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MUHIBBAH,JALAN HANG TUAH 9/5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 10,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 1,JALAN MURNI 9,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 10,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 11,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 12,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 13,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 9,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 16,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 14,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 15,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN MURNI 2,JALAN KUNDANG 17,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN UTAMA,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN MURNI JAYA 1,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN MURNI JAYA 2,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN MURNI JAYA 3,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN MURNI JAYA 4,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN MURNI JAYA 5,,"Monday,Thursday"
2023,5,MP KLUANG,"TAMAN MURNI JAYA, MACHAP",JALAN MURNI JAYA 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN NILAM,JALAN NILAM 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN PALMA,JALAN PALMA 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PALMA,JALAN PALMA 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PALMA,JALAN PALMA 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PALMA,JALAN PALMA 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PALMA,JALAN PALMA 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 1,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 10,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 11,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 12,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 13,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 2,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 3,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 4,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 5,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 6,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 7,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 8,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 9,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 14,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 15,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 16,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 17,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 18,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 19,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 20,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 21,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 22,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 23,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI,JALAN PELANGI 24,,"Wednesday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI INDAH,JALAN PELANGI INDAH 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI INDAH,JALAN PELANGI INDAH 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI INDAH,JALAN PELANGI INDAH 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI INDAH,JALAN PELANGI INDAH 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PELANGI JAYA,JALAN PELANGI JAYA 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 10,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 11,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 11/5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 12,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 4/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 6/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 6/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 8/2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 11/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA,JALAN PERMATA 11/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 13/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 13/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 13/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 13/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 13/5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 13/6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 14/1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 14/2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 14/3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERMATA 1,JALAN PERMATA 14/4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 1,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 1,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 2,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 3,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 4,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 5,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 6,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 7,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN PERWIRA JAYA,JALAN PERWIRA JAYA 8,,"Monday,Thursday"
2023,5,MP KLUANG,TAMAN REBANA,JALAN REBANA,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN REBANA,JALAN REBANA 1,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN REBANA,JALAN REBANA 2,,"Tuesday,Friday"
2023,5,MP KLUANG,TAMAN REBANA,JALAN REBANA 3,,"Tuesday,Friday"
2023,5,MP KLUANG,"TAMAN RIA, SRI LALANG",JALAN RIA 8,,"Tuesday,Friday"
2023,5,MP KLUANG,"TAMAN RIA, SRI LALANG",JALAN RIA,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,"TAMAN RIA, SRI LALANG",JALAN RIA 1,,"Tuesday,Friday"
2023,5,MP KLUANG,"TAMAN RIA, SRI LALANG",JALAN RIA 2,,"Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
2023,5,MP KLUANG,"TAMAN RIA, SRI LALANG",JALAN RIA 3,,"Tuesday,Friday"
2023,5,MP KLUANG,"TAMAN RIA, SRI LALANG",JALAN RIA 4,,"Tuesday,Friday"
