address,activity_days,coordinates
"JALAN HANG TUAH 9,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday","2.002319, 103.319182"
"JALAN HANG TUAH 9/1,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday","2.0033431, 103.31894"
"JALAN HANG TUAH 9/2,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday","2.0029277, 103.3190341"
"JALAN HANG TUAH 9/3,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday","2.002456, 103.318809"
"JALAN HANG TUAH 9/4,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday","2.001909, 103.3185628"
"JALAN HANG TUAH 9/5,TAMAN MUHIBBAH, KLUANG JOHOR","Monday,Thursday","2.0015308, 103.318643"
"JALAN MURNI 1,TAMAN MURNI 1, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0500875, 103.3182525"
"JALAN MURNI 10,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0532555, 103.3222025"
"JALAN MURNI 2,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0504163, 103.3184841"
"JALAN MURNI 2,TAMAN MURNI 1, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0504163, 103.3184841"
"JALAN MURNI 3,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0508062, 103.3191897"
"JALAN MURNI 4,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0525863, 103.3198"
"JALAN MURNI 5,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0517707, 103.3194101"
"JALAN MURNI 6,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0519683, 103.3207402"
"JALAN MURNI 7,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.052365, 103.3212233"
"JALAN MURNI 8,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0526549, 103.3215486"
"JALAN MURNI 9,TAMAN MURNI 1, KLUANG JOHOR","Monday,Thursday","2.0531528, 103.3217553"
"JALAN KUNDANG,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.053936, 103.3210171"
"JALAN KUNDANG 1,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0509289, 103.3175839"
"JALAN KUNDANG 10,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0537504, 103.3211755"
"JALAN KUNDANG 11,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.053914, 103.3202362"
"JALAN KUNDANG 12,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0540593, 103.3206547"
"JALAN KUNDANG 13,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0543376, 103.3209675"
"JALAN KUNDANG 2,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0511413, 103.3179592"
"JALAN KUNDANG 3,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0514651, 103.3182362"
"JALAN KUNDANG 4,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0522953, 103.3183528"
"JALAN KUNDANG 5,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0522695, 103.31942"
"JALAN KUNDANG 6,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0526121, 103.3195391"
"JALAN KUNDANG 7,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0531444, 103.3201544"
"JALAN KUNDANG 8,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0530644, 103.319375"
"JALAN KUNDANG 9,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0535257, 103.3197308"
"JALAN KUNDANG 16,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0529827, 103.3194926"
"JALAN KUNDANG 14,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0548267, 103.3213235"
"JALAN KUNDANG 15,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0535984, 103.3206073"
"JALAN KUNDANG 17,TAMAN MURNI 2, KLUANG JOHOR","Monday,Thursday","2.0531118, 103.3180863"
"JALAN UTAMA,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","2.051805, 103.3191832"
"JALAN MURNI JAYA 1,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","1.8862915, 103.2623767"
"JALAN MURNI JAYA 2,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","1.886377, 103.2608906"
"JALAN MURNI JAYA 3,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","2.0505119, 103.3189023"
"JALAN MURNI JAYA 4,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","2.0505119, 103.3189023"
"JALAN MURNI JAYA 5,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","1.8857946, 103.2625528"
"JALAN MURNI JAYA 6,TAMAN MURNI JAYA, MACHAP, KLUANG JOHOR","Monday,Thursday","2.0505119, 103.3189023"
"JALAN NILAM 1,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday","2.0171813, 103.2916886"
"JALAN NILAM 3,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday","2.0169292, 103.2923198"
"JALAN NILAM 4,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday","2.0174664, 103.2921534"
"JALAN NILAM 5,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday","2.01829, 103.2914791"
"JALAN NILAM 6,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday","2.0180167, 103.2920414"
"JALAN NILAM 7,TAMAN NILAM, KLUANG JOHOR","Monday,Thursday","2.018454, 103.2923721"
"JALAN NILAM 2,TAMAN NILAM, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0163677, 103.2927639"
"JALAN PALMA 1,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday","2.0561398, 103.3133932"
"JALAN PALMA 2,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday","2.0563344, 103.3139093"
"JALAN PALMA 3,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday","2.0566762, 103.31439"
"JALAN PALMA 4,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday","2.056702, 103.3147632"
"JALAN PALMA 5,TAMAN PALMA, KLUANG JOHOR","Monday,Thursday","2.057045, 103.314651"
"JALAN PELANGI,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0648156, 103.3096975"
"JALAN PELANGI 1,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.06575, 103.3090195"
"JALAN PELANGI 10,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0638967, 103.311028"
"JALAN PELANGI 11,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0642575, 103.3114548"
"JALAN PELANGI 12,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0646494, 103.3119649"
"JALAN PELANGI 13,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0650258, 103.3123899"
"JALAN PELANGI 2,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.065837, 103.3075555"
"JALAN PELANGI 3,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.065151, 103.3072845"
"JALAN PELANGI 4,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0652529, 103.3077196"
"JALAN PELANGI 5,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0654962, 103.3080722"
"JALAN PELANGI 6,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.065871, 103.3085911"
"JALAN PELANGI 7,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0657959, 103.3102975"
"JALAN PELANGI 8,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0652157, 103.3104192"
"JALAN PELANGI 9,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0649093, 103.3109654"
"JALAN PELANGI 14,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0631989, 103.3118406"
"JALAN PELANGI 15,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0633335, 103.3124741"
"JALAN PELANGI 16,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0629528, 103.3130678"
"JALAN PELANGI 17,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0635464, 103.3144115"
"JALAN PELANGI 18,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0633654, 103.3142655"
"JALAN PELANGI 19,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0630828, 103.3138551"
"JALAN PELANGI 20,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0630828, 103.3138551"
"JALAN PELANGI 21,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0621545, 103.313503"
"JALAN PELANGI 22,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0624817, 103.313169"
"JALAN PELANGI 23,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0623884, 103.3125126"
"JALAN PELANGI 24,TAMAN PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0621107, 103.3122442"
"JALAN PELANGI INDAH 1,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday","2.0623909, 103.3088926"
"JALAN PELANGI INDAH 2,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday","2.0629045, 103.3078058"
"JALAN PELANGI INDAH 3,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday","2.062253, 103.3076688"
"JALAN PELANGI INDAH 4,TAMAN PELANGI INDAH, KLUANG JOHOR","Monday,Thursday","2.0619284, 103.3074312"
"JALAN PELANGI JAYA 1,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0610825, 103.3118459"
"JALAN PELANGI JAYA 2,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0603308, 103.3104924"
"JALAN PELANGI JAYA 3,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0604984, 103.3110856"
"JALAN PELANGI JAYA 4,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0604631, 103.3117916"
"JALAN PELANGI JAYA 5,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0605001, 103.3123374"
"JALAN PELANGI JAYA 6,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0609097, 103.3124618"
"JALAN PELANGI JAYA 7,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0613848, 103.3116323"
"JALAN PELANGI JAYA 8,TAMAN PELANGI JAYA, KLUANG JOHOR","Monday,Thursday","2.0610608, 103.3109283"
"JALAN PERMATA 1,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0223377, 103.2920695"
"JALAN PERMATA 10,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0228263, 103.2921122"
"JALAN PERMATA 11,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0235039, 103.2915181"
"JALAN PERMATA 11/5,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.024145, 103.290321"
"JALAN PERMATA 12,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0243376, 103.2916801"
"JALAN PERMATA 2,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0221402, 103.2922528"
"JALAN PERMATA 3,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0224202, 103.2912001"
"JALAN PERMATA 4/2,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0212731, 103.2932631"
"JALAN PERMATA 5,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0218723, 103.2913146"
"JALAN PERMATA 6,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0216304, 103.2929184"
"JALAN PERMATA 6/2,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0213438, 103.2929711"
"JALAN PERMATA 6/4,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0219941, 103.2934002"
"JALAN PERMATA 7,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0224202, 103.2912001"
"JALAN PERMATA 8,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0210912, 103.2922465"
"JALAN PERMATA 8/2,TAMAN PERMATA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0231414, 103.2935531"
"JALAN PERMATA 11/1,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0237229, 103.2912688"
"JALAN PERMATA 11/3,TAMAN PERMATA, KLUANG JOHOR","Monday,Thursday","2.0239575, 103.2907944"
"JALAN PERMATA,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0250977, 103.2914437"
"JALAN PERMATA 13/1,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0252587, 103.2918599"
"JALAN PERMATA 13/2,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0251355, 103.2923496"
"JALAN PERMATA 13/3,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0247263, 103.2926154"
"JALAN PERMATA 13/4,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0255852, 103.2917196"
"JALAN PERMATA 13/5,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0261513, 103.2916807"
"JALAN PERMATA 13/6,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0265657, 103.291561"
"JALAN PERMATA 14/1,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.024897, 103.2909251"
"JALAN PERMATA 14/2,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0256524, 103.2903159"
"JALAN PERMATA 14/3,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0247833, 103.290114"
"JALAN PERMATA 14/4,TAMAN PERMATA 1, KLUANG JOHOR","Monday,Thursday","2.0256524, 103.2903159"
"JALAN PERWIRA JAYA 1,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0540049, 103.3149679"
"JALAN PERWIRA JAYA 1,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0540049, 103.3149679"
"JALAN PERWIRA JAYA 2,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0546079, 103.3151807"
"JALAN PERWIRA JAYA 3,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0543038, 103.3161316"
"JALAN PERWIRA JAYA 4,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0546192, 103.3164111"
"JALAN PERWIRA JAYA 5,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.055352, 103.3155944"
"JALAN PERWIRA JAYA 6,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0555778, 103.3153825"
"JALAN PERWIRA JAYA 7,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0561394, 103.3148123"
"JALAN PERWIRA JAYA 8,TAMAN PERWIRA JAYA, KLUANG JOHOR","Monday,Thursday","2.0564977, 103.3152769"
"JALAN REBANA,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday","2.0457644, 103.3152364"
"JALAN REBANA 1,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday","2.045891, 103.315904"
"JALAN REBANA 2,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday","2.0462828, 103.3157442"
"JALAN REBANA 3,TAMAN REBANA, KLUANG JOHOR","Tuesday,Friday","2.0462828, 103.3157442"
"JALAN RIA 8,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.985131, 103.2515787"
"JALAN RIA,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","1.9853297, 103.2504895"
"JALAN RIA 1,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.9851376, 103.2511147"
"JALAN RIA 2,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","1.9856327, 103.2508532"
"JALAN RIA 3,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.822121, 103.301979"
"JALAN RIA 4,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.9846447, 103.2508946"
"JALAN RIA 5,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.9843403, 103.2510447"
"JALAN RIA 6,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.9844022, 103.2505676"
"JALAN RIA 7,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.9853804, 103.2509895"
"JALAN RIA 9,TAMAN RIA, SRI LALANG, KLUANG JOHOR","Tuesday,Friday","1.9849232, 103.2518636"
"JALAN SAUJANA DESA 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0245167, 103.2790098"
"JALAN SAUJANA DESA 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","1.5037083, 103.4060106"
"JALAN SAUJANA BESTARI 11,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.020258, 103.2766365"
"JALAN SAUJANA BESTARI 10,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.019709, 103.276725"
"JALAN SAUJANA BESTARI 9,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0191584, 103.2768137"
"JALAN SAUJANA BESTARI 8,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0186231, 103.2769098"
"JALAN SAUJANA BESTARI 7,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0180965, 103.2769546"
"JALAN SAUJANA BESTARI 6,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0175424, 103.2770554"
"JALAN SAUJANA BESTARI 5,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0170507, 103.2771184"
"JALAN SAUJANA BESTARI 4,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0165357, 103.277207"
"JALAN SAUJANA BESTARI 3,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0160424, 103.2772723"
"JALAN SAUJANA BESTARI 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0155304, 103.277347"
"JALAN SAUJANA BESTARI 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0150451, 103.2778514"
"JALAN SAUJANA GEMILANG 4,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0159464, 103.2762871"
"JALAN SAUJANA GEMILANG 5,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0164974, 103.2743247"
"JALAN SAUJANA GEMILANG 6,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0170082, 103.2751136"
"JALAN SAUJANA GEMILANG 7,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0175767, 103.2750889"
"JALAN SAUJANA GEMILANG 8,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.018132, 103.2758849"
"JALAN SAUJANA GEMILANG 9,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0187964, 103.2747571"
"JALAN SAUJANA IMPIAN 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0207768, 103.277569"
"JALAN SAUJANA IMPIAN 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0213638, 103.2776155"
"JALAN SAUJANA DAMAI 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0238706, 103.2786467"
"JALAN SAUJANA DAMAI 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0235144, 103.2793213"
"JALAN SAUJANA GEMILANG 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0150707, 103.2764679"
"JALAN SAUJANA GEMILANG 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0150707, 103.2764679"
"JALAN SAUJANA GEMILANG 3,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.0142135, 103.2761578"
"JALAN SAUJANA GEMILANG 10,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday","2.019478, 103.2756635"
"JALAN SAUJANA UTAMA 1,TAMAN SAUJANA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.015396, 103.276561"
"JALAN SERI SURIA 1,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday","2.0543174, 103.3122952"
"JALAN SERI SURIA 2,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday","2.0544122, 103.3133038"
"JALAN SERI SURIA 3,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday","2.0523885, 103.311503"
"JALAN SERI SURIA 4,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday","2.0533572, 103.3109157"
"JALAN SERI SURIA 5,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday","2.0523885, 103.311503"
"JALAN SERI SURIA 6,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday","2.0527523, 103.3099395"
"JALAN 1/1,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0298273, 103.3025201"
"JALAN 1/1A,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0302588, 103.3026162"
"JALAN 1/10,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0259202, 103.3027087"
"JALAN 1/11,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0271568, 103.3026252"
"JALAN 1/12,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0269597, 103.3019047"
"JALAN 1/13,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0268772, 103.3013788"
"JALAN 1/15,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0246205, 103.3025381"
"JALAN 1/16,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0246887, 103.3012919"
"JALAN 1/17,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0248457, 103.3017623"
"JALAN 1/18,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0250212, 103.302259"
"JALAN 1/19,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0249083, 103.3028363"
"JALAN 1/2,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0291833, 103.3026299"
"JALAN 1/4,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.029651, 103.3031947"
"JALAN 1/5,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0299752, 103.3019179"
"JALAN 1/5A,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0311525, 103.3015212"
"JALAN 1/5B,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0306394, 103.3025879"
"JALAN 1/6,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0267132, 103.3038778"
"JALAN 1/7,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0275948, 103.302866"
"MASJID AL-IKRAM,JALAN 1/7,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0254347, 103.3033467"
"JALAN 1/8,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0271115, 103.3029483"
"JALAN 1/9,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0265278, 103.3024256"
"JALAN 10,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday","2.0292636, 103.2988845"
"JALAN 14/1,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.029141, 103.297754"
"JALAN 16,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0283569, 103.2967616"
"SMK TAMAN SRI KLUANG,JALAN 16,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0281733, 103.2971159"
"JALAN 16/1,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0268141, 103.2974074"
"JALAN 2/11,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0241098, 103.2979999"
"JALAN 2/12,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0235947, 103.2969264"
"JALAN 2/13,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0241125, 103.2982832"
"JALAN 2/15,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0242327, 103.2972257"
"JALAN 2/16,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0238358, 103.298044"
"JALAN 2/17,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0231577, 103.2975061"
"JALAN 2/18,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0235947, 103.2969264"
"JALAN 3,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.032779, 103.3002144"
"JALAN 3,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.032779, 103.3002144"
"JALAN 3/1,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0315463, 103.2973303"
"JALAN 3/10,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0340431, 103.2995227"
"JALAN 3/11,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0317364, 103.3002694"
"JALAN 3/12,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0346965, 103.2981716"
"JALAN 3/15,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0347088, 103.2976151"
"JALAN 3/16,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0339954, 103.2970745"
"JALAN 3/17,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0336938, 103.2964797"
"JALAN 3/18,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0348123, 103.2969104"
"JALAN 3/19,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0353327, 103.2968016"
"JALAN 3/2,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0315609, 103.2985594"
"JALAN 3/20,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0346892, 103.2962908"
"JALAN 3/21,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday","2.0341813, 103.295834"
