Generation,evals,avg,std,min,max,best_one,fitness_best_one
180,320,[  4.       835.790745],[0.        0.1365754],[  4.    835.515],[  4.   835.86],"[21, 2, 4, 6, 22, 28, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 25, 1, 5, 7]","(4.0, 835.5150000000001)"
181,356,[  4.       835.722645],[0.         0.16587745],[  4.    835.515],[  4.   835.86],"[21, 2, 4, 6, 22, 28, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 25, 1, 5, 7]","(4.0, 835.5150000000001)"
182,334,[  4.      835.59084],[0.      0.13598],[  4.    835.515],[  4.   835.86],"[21, 2, 4, 6, 22, 28, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 25, 1, 5, 7]","(4.0, 835.5150000000001)"
183,334,[  4.    835.515],[0.00000000e+00 8.18545232e-12],[  4.    835.515],[  4.    835.515],"[21, 2, 4, 6, 22, 28, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 25, 1, 5, 7]","(4.0, 835.5150000000001)"
184,322,[  4.    835.515],[0.00000000e+00 8.18545232e-12],[  4.    835.515],[  4.    835.515],"[21, 2, 4, 6, 22, 28, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 25, 1, 5, 7]","(4.0, 835.5150000000001)"
185,340,[  4.    835.515],[0.00000000e+00 8.18545232e-12],[  4.    835.515],[  4.    835.515],"[21, 2, 4, 6, 22, 28, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 25, 1, 5, 7]","(4.0, 835.5150000000001)"
186,360,[  4.      835.51258],[0.         0.04833946],[  4.    834.547],[  4.    835.515],"[21, 2, 4, 6, 22, 25, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.547)"
187,312,[  4.      835.50774],[0.        0.0835163],[  4.    834.547],[  4.    835.515],"[21, 2, 4, 6, 22, 25, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.547)"
188,348,[  4.      835.49806],[0.         0.12692894],[  4.    834.547],[  4.    835.515],"[21, 2, 4, 6, 22, 25, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.547)"
189,344,[  4.      835.48112],[0.         0.17789881],[  4.    834.547],[  4.    835.515],"[21, 2, 4, 6, 22, 25, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.547)"
190,340,[  4.      835.44482],[0.         0.25101595],[  4.    834.547],[  4.    835.515],"[21, 2, 4, 6, 22, 25, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.547)"
191,362,[  4.       835.362715],[0.         0.35354393],[  4.    834.136],[  4.    835.515],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
192,340,[  4.        835.1941125],[0.         0.45630982],[  4.    834.136],[  4.    835.515],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
193,354,[  4.        834.8809775],[0.         0.46010258],[  4.    834.136],[  4.    835.515],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
194,340,[  4.      834.53878],[0.      0.05754],[  4.    834.136],[  4.    834.547],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
195,318,[  4.      834.53056],[0.         0.08053922],[  4.    834.136],[  4.    834.547],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
196,346,[  4.        834.5110375],[0.         0.11613478],[  4.    834.136],[  4.    834.547],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
197,334,[  4.        834.4699375],[0.         0.16041839],[  4.    834.136],[  4.    834.547],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 13, 23, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 834.136)"
198,350,[  4.        834.3944375],[0.         0.19931711],[  4.    833.939],[  4.    834.547],"[21, 2, 4, 6, 22, 25, 11, 12, 10, 8, 23, 13, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 833.9390000000001)"
199,338,[  4.       834.256795],[0.         0.19288098],[  4.    833.528],[  4.    834.547],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 23, 13, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 833.528)"
200,350,[  4.        834.1304975],[0.        0.0479912],[  4.    833.528],[  4.    834.136],"[21, 2, 4, 6, 25, 22, 11, 12, 10, 8, 23, 13, 26, 20, 3, 27, 30, 19, 18, 29, 14, 15, 17, 16, 9, 24, 28, 1, 5, 7]","(4.0, 833.528)"
