Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,328,[  6.465     446.5805225],[0.4987735  8.16926406],[  6.    422.484],[  7.    458.539],"[62, 57, 48, 36, 3, 65, 31, 37, 39, 53, 44, 55, 9, 16, 5, 38, 18, 26, 35, 40, 25, 19, 43, 13, 10, 54, 20, 51, 64, 11, 12, 7, 67, 8, 1, 33, 45, 60, 61, 24, 21, 58, 66, 6, 28, 30, 41, 50, 47, 42, 52, 49, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 2, 68]","(6.0, 427.472)"
11,338,[  6.5075    440.4461725],[0.49994375 7.71575637],[  6.   412.37],[  7.    454.843],"[62, 9, 48, 65, 18, 22, 33, 37, 39, 53, 4, 55, 57, 16, 40, 38, 3, 26, 36, 21, 25, 19, 14, 13, 10, 54, 20, 41, 1, 11, 12, 7, 61, 8, 64, 2, 45, 60, 67, 24, 5, 58, 66, 6, 28, 49, 51, 50, 47, 42, 52, 30, 46, 29, 17, 35, 27, 43, 23, 32, 15, 59, 63, 56, 44, 34, 31, 68]","(6.0, 418.847)"
12,356,[  6.4175   435.523045],[0.49314678 6.77879435],[  6.    404.833],[  7.   445.25],"[54, 40, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 35, 36, 25, 19, 43, 24, 51, 62, 20, 10, 64, 60, 65, 7, 67, 8, 1, 33, 45, 11, 61, 13, 5, 58, 66, 2, 28, 49, 41, 50, 47, 42, 52, 39, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 31, 68]","(6.0, 404.83299999999997)"
13,336,[  6.425     430.2795025],[0.494343   6.38599914],[  6.    395.943],[  7.    438.421],"[54, 40, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 35, 36, 25, 19, 43, 24, 51, 62, 20, 10, 64, 60, 65, 7, 67, 8, 1, 33, 45, 11, 61, 13, 5, 58, 66, 2, 28, 49, 41, 50, 47, 42, 52, 39, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 31, 68]","(6.0, 404.83299999999997)"
14,332,[  6.45      425.6511325],[0.49749372 5.7746719 ],[  6.    395.943],[  7.    435.216],"[54, 40, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 35, 36, 25, 19, 43, 24, 51, 62, 20, 10, 64, 60, 65, 7, 67, 8, 1, 33, 45, 11, 61, 13, 5, 58, 66, 2, 28, 49, 41, 50, 47, 42, 52, 39, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 31, 68]","(6.0, 404.83299999999997)"
15,354,[  6.4175    422.4366625],[0.49314678 6.43351148],[  6.    395.943],[  7.    429.322],"[62, 9, 48, 12, 18, 64, 2, 37, 39, 53, 3, 55, 57, 16, 31, 38, 44, 26, 35, 19, 1, 36, 43, 24, 10, 8, 20, 51, 21, 11, 65, 7, 67, 54, 25, 33, 45, 60, 61, 13, 5, 58, 66, 6, 28, 49, 41, 50, 47, 42, 52, 30, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 40, 68]","(6.0, 401.02099999999996)"
16,338,[  6.46      418.9700275],[0.49839743 6.66032918],[  6.    383.173],[  7.    426.166],"[62, 9, 48, 12, 18, 64, 2, 37, 39, 53, 3, 55, 57, 16, 31, 38, 44, 26, 35, 19, 1, 36, 43, 24, 10, 8, 20, 51, 21, 11, 65, 7, 67, 54, 25, 33, 45, 60, 61, 13, 5, 58, 66, 6, 28, 49, 41, 50, 47, 42, 52, 30, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 40, 68]","(6.0, 401.02099999999996)"
17,336,[  6.4425  414.60803],[0.49668275 7.16877688],[  6.    383.173],[  7.    422.263],"[54, 40, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 56, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 13, 4, 27, 31, 68]","(6.0, 393.69399999999996)"
18,322,[  6.3825    410.2389175],[0.48599769 8.05606174],[  6.    380.276],[  7.    419.805],"[54, 40, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 35, 36, 25, 19, 43, 24, 51, 62, 8, 10, 64, 60, 65, 7, 67, 20, 1, 33, 45, 11, 61, 13, 5, 58, 66, 2, 28, 49, 41, 50, 47, 42, 39, 52, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 31, 68]","(6.0, 380.789)"
19,332,[  6.45     404.891985],[0.49749372 7.18478974],[  6.    380.276],[  7.    418.029],"[54, 40, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 35, 36, 25, 19, 43, 24, 51, 62, 8, 10, 64, 60, 65, 7, 67, 20, 1, 33, 45, 11, 61, 13, 5, 58, 66, 2, 28, 49, 41, 50, 47, 42, 39, 52, 46, 29, 17, 22, 34, 14, 23, 32, 15, 59, 63, 56, 4, 27, 31, 68]","(6.0, 380.789)"
20,350,[  6.4       400.5439575],[0.48989795 6.59878075],[  6.    376.679],[  7.    407.923],"[54, 40, 37, 12, 18, 6, 21, 3, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 14, 23, 32, 15, 59, 56, 13, 4, 27, 31, 68]","(6.0, 380.327)"
21,338,[  6.4075  397.55417],[0.49136926 7.69730693],[  6.   375.46],[  7.    404.833],"[54, 20, 3, 12, 18, 21, 6, 37, 30, 53, 44, 55, 57, 16, 9, 14, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 56, 5, 8, 66, 40, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 22, 34, 38, 23, 32, 15, 59, 63, 13, 4, 27, 31, 68]","(6.0, 375.46000000000004)"
22,352,[  6.4475   393.325505],[0.49723611 8.50912444],[  6.    363.868],[  7.    403.871],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 14, 23, 32, 15, 59, 56, 13, 4, 3, 31, 68]","(6.0, 363.868)"
23,348,[  6.3825   389.553355],[0.48599769 8.65069033],[  6.    363.868],[  7.    402.025],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 14, 23, 32, 15, 59, 56, 13, 4, 3, 31, 68]","(6.0, 363.868)"
24,336,[  6.4575    384.1350075],[0.49819048 6.04615345],[  6.    363.868],[  7.    396.097],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 14, 23, 32, 15, 59, 56, 13, 4, 3, 31, 68]","(6.0, 363.868)"
25,330,[  6.425    380.715645],[0.494343   4.48756907],[  6.    363.868],[  7.    392.698],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 14, 23, 32, 15, 59, 56, 13, 4, 3, 31, 68]","(6.0, 363.868)"
26,348,[  6.35    378.16617],[0.4769696  3.90788659],[  6.    360.683],[  7.    382.351],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 14, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 42, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 58, 52, 39, 43, 29, 17, 34, 22, 44, 23, 32, 15, 59, 56, 13, 4, 3, 31, 68]","(6.0, 360.68299999999994)"
27,338,[  6.4275    376.1315125],[0.49471583 4.30534585],[  6.    360.683],[  7.    380.561],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 14, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 42, 1, 33, 45, 11, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 58, 52, 39, 43, 29, 17, 34, 22, 44, 23, 32, 15, 59, 56, 13, 4, 3, 31, 68]","(6.0, 360.68299999999994)"
28,336,[  6.4       373.3803575],[0.48989795 4.74134432],[  6.    346.615],[  7.    379.034],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 15, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 31, 68]","(6.0, 346.615)"
29,320,[  6.295     370.7931375],[0.45604276 4.92529298],[  6.    346.615],[  7.   375.55],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 15, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 31, 68]","(6.0, 346.615)"
30,326,[  6.3325    367.6842875],[0.47110906 4.41811889],[  6.    346.615],[  7.    374.694],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 15, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 31, 68]","(6.0, 346.615)"
31,346,[  6.25    364.81437],[0.4330127  3.23665785],[  6.    346.615],[  7.    371.266],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 15, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 31, 68]","(6.0, 346.615)"
32,332,[  6.1025    362.7340525],[0.30330471 2.83119034],[  6.    346.615],[  7.    366.406],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 15, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 31, 68]","(6.0, 346.615)"
33,350,[  6.14      361.4588925],[0.34698703 3.34373824],[  6.    346.383],[  7.    363.868],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 38, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 66, 65, 7, 67, 58, 1, 23, 45, 22, 61, 63, 5, 8, 60, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 15, 11, 14, 33, 32, 34, 59, 56, 13, 4, 3, 31, 68]","(6.0, 346.38300000000004)"
34,334,[  6.1975    359.6569675],[0.39811274 4.00024502],[  6.    342.037],[  7.    363.418],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 44, 55, 57, 16, 9, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 38, 61, 63, 5, 59, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 66, 15, 11, 14, 23, 32, 34, 8, 56, 13, 4, 3, 31, 68]","(6.0, 346.06600000000003)"
35,346,[  6.2475  357.50366],[0.43155967 4.49207252],[  6.    342.037],[  7.   361.77],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 19, 55, 57, 16, 9, 14, 48, 26, 36, 35, 25, 44, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 3, 59, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 38, 23, 32, 15, 8, 56, 13, 4, 5, 31, 68]","(6.0, 342.285)"
36,344,[  6.37      354.9501225],[0.48280431 4.74827931],[  6.    342.037],[  7.    359.991],"[54, 40, 37, 12, 18, 6, 21, 27, 30, 53, 19, 55, 57, 16, 9, 14, 48, 26, 36, 35, 25, 44, 46, 24, 51, 62, 2, 10, 64, 60, 65, 7, 67, 58, 1, 33, 45, 11, 61, 63, 3, 59, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 34, 22, 38, 23, 32, 15, 8, 56, 13, 4, 5, 31, 68]","(6.0, 342.285)"
37,336,[  6.305    351.747755],[0.46040743 4.47596531],[  6.    342.037],[  7.    357.864],"[54, 40, 37, 25, 18, 6, 21, 27, 30, 47, 44, 55, 57, 16, 31, 38, 48, 26, 36, 35, 12, 19, 46, 24, 51, 62, 2, 10, 64, 66, 65, 7, 67, 58, 1, 23, 45, 22, 61, 63, 5, 8, 60, 20, 28, 49, 41, 50, 53, 42, 52, 39, 43, 29, 17, 15, 11, 14, 33, 32, 34, 59, 56, 13, 4, 3, 9, 68]","(6.0, 342.12300000000005)"
38,352,[  6.235     348.8168725],[0.42399882 3.35156617],[  6.    342.037],[  7.    355.592],"[54, 40, 37, 25, 18, 6, 21, 27, 30, 47, 44, 55, 57, 16, 31, 38, 48, 26, 36, 35, 12, 19, 46, 24, 51, 62, 2, 10, 64, 66, 65, 7, 67, 58, 1, 23, 45, 22, 61, 63, 5, 8, 60, 20, 28, 49, 41, 50, 53, 42, 52, 39, 43, 29, 17, 15, 11, 14, 33, 32, 34, 59, 56, 13, 4, 3, 9, 68]","(6.0, 342.12300000000005)"
39,328,[  6.0975    346.4468025],[0.2966374 2.0899865],[  6.    334.852],[  7.   351.25],"[54, 40, 37, 31, 18, 6, 21, 38, 30, 53, 44, 55, 57, 16, 9, 27, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 15, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 60, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 12, 68]","(6.0, 334.852)"
40,340,[  6.0775  345.24403],[0.26738315 1.80329185],[  6.    334.852],[  7.    347.008],"[54, 40, 37, 31, 18, 6, 21, 38, 30, 53, 44, 55, 57, 16, 9, 27, 48, 26, 36, 35, 25, 19, 46, 24, 51, 62, 2, 10, 64, 15, 65, 7, 67, 58, 1, 33, 45, 22, 61, 63, 5, 8, 66, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 29, 17, 60, 11, 14, 23, 32, 34, 59, 56, 13, 4, 3, 12, 68]","(6.0, 334.852)"
41,354,[  6.115     344.1742525],[0.31902194 2.18833247],[  6.    325.577],[  7.    346.483],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 57, 16, 9, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 53, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 325.57699999999994)"
42,338,[  6.165    342.887155],[0.37118055 2.38718215],[  6.    325.577],[  7.    345.453],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 57, 16, 9, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 53, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 325.57699999999994)"
43,348,[  6.1425 341.5637],[0.34956223 2.73793254],[  6.    325.577],[  7.    343.797],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 57, 16, 9, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 53, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 325.57699999999994)"
44,344,[  6.0875    340.3852825],[0.28256636 3.44332298],[  6.    325.166],[  7.   342.37],"[54, 19, 37, 44, 50, 6, 21, 27, 34, 53, 28, 55, 57, 58, 9, 46, 48, 25, 36, 35, 42, 40, 38, 24, 45, 62, 2, 10, 64, 60, 65, 7, 67, 31, 1, 33, 29, 11, 61, 63, 56, 8, 66, 14, 12, 49, 41, 18, 47, 26, 52, 39, 43, 51, 17, 30, 22, 20, 23, 32, 15, 59, 5, 13, 4, 3, 16, 68]","(6.0, 325.16600000000005)"
45,330,[  6.1225    338.6609475],[0.32786239 4.12061734],[  6.    325.166],[  7.    342.178],"[54, 19, 37, 44, 50, 6, 21, 27, 34, 53, 28, 55, 57, 58, 9, 46, 48, 25, 36, 35, 42, 40, 38, 24, 45, 62, 2, 10, 64, 60, 65, 7, 67, 31, 1, 33, 29, 11, 61, 63, 56, 8, 66, 14, 12, 49, 41, 18, 47, 26, 52, 39, 43, 51, 17, 30, 22, 20, 23, 32, 15, 59, 5, 13, 4, 3, 16, 68]","(6.0, 325.16600000000005)"
46,336,[  6.0675   336.024265],[0.25088593 4.28459573],[  6.    320.663],[  7.    341.008],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 31, 9, 55, 57, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 320.66299999999995)"
47,348,[  6.04    333.53943],[0.19595918 4.07921615],[  6.    320.663],[  7.    338.511],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 31, 9, 55, 57, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 320.66299999999995)"
48,346,[  6.035     330.9827075],[0.18377976 3.61407731],[  6.    320.663],[  7.    335.134],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 31, 9, 55, 57, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 320.66299999999995)"
49,340,[  6.055     328.4787225],[0.22798026 2.85616475],[  6.    320.476],[  7.    333.365],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 16, 8, 9, 22, 48, 26, 36, 46, 25, 19, 35, 24, 51, 53, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 57, 17, 20, 28, 42, 41, 50, 47, 49, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 320.47599999999994)"
50,342,[  6.035   326.50758],[0.18377976 2.17019817],[  6.    320.476],[  7.    330.256],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 16, 8, 9, 22, 48, 26, 36, 46, 25, 19, 35, 24, 51, 53, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 57, 17, 20, 28, 42, 41, 50, 47, 49, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 320.47599999999994)"
51,344,[  6.        325.1013175],[0.         1.75627016],[  6.    320.365],[  6.    327.079],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 48, 55, 16, 8, 9, 22, 44, 26, 36, 46, 25, 19, 35, 24, 51, 53, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 5, 57, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 13, 11, 14, 23, 32, 34, 29, 56, 15, 4, 3, 62, 68]","(6.0, 320.365)"
