Generation,evals,avg,std,min,max,best_one,fitness_best_one
52,340,[  6.        323.9976275],[0.         1.70083388],[  6.    318.882],[  6.    325.743],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 57, 16, 9, 22, 48, 26, 36, 35, 25, 19, 46, 24, 43, 53, 2, 10, 64, 60, 65, 5, 67, 58, 1, 6, 45, 38, 61, 63, 7, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 51, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 68]","(6.0, 318.882)"
53,340,[  6.       322.908295],[0.         1.60391202],[  6.    317.923],[  6.    325.117],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 31, 9, 55, 57, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 68, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 5]","(6.0, 317.923)"
54,330,[  6.      321.96205],[0.         1.33157259],[  6.    317.923],[  6.    324.001],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 31, 9, 55, 57, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 68, 8, 17, 20, 28, 49, 41, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 4, 3, 62, 5]","(6.0, 317.923)"
55,346,[  6.       321.113385],[0.         0.72749128],[  6.    317.224],[  6.    322.953],"[54, 40, 37, 12, 18, 6, 19, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 7, 67, 58, 30, 33, 45, 31, 61, 63, 57, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 34, 22, 29, 23, 28, 15, 59, 56, 13, 5, 3, 11, 68]","(6.0, 317.22400000000005)"
56,336,[  6.      320.66416],[0.         0.58830994],[  6.    317.224],[  6.    321.416],"[54, 40, 37, 12, 18, 6, 19, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 7, 67, 58, 30, 33, 45, 31, 61, 63, 57, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 34, 22, 29, 23, 28, 15, 59, 56, 13, 5, 3, 11, 68]","(6.0, 317.22400000000005)"
57,340,[  6.        320.4084925],[0.         0.67072908],[  6.    316.416],[  6.   320.93],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 7, 67, 58, 30, 33, 45, 31, 61, 63, 57, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 3, 11, 68]","(6.0, 316.41600000000005)"
58,330,[  6.        320.1577575],[0.         0.81042236],[  6.    316.416],[  6.    320.663],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 7, 67, 58, 30, 33, 45, 31, 61, 63, 57, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 3, 11, 68]","(6.0, 316.41600000000005)"
59,330,[  6.       319.811845],[0.         0.92712319],[  6.    316.416],[  6.    320.663],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 7, 67, 58, 30, 33, 45, 31, 61, 63, 57, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 3, 11, 68]","(6.0, 316.41600000000005)"
60,356,[  6.       319.404995],[0.         0.98127794],[  6.    316.189],[  6.    320.462],"[54, 40, 37, 12, 38, 33, 21, 27, 30, 31, 42, 55, 57, 3, 9, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 45, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 53, 18, 61, 63, 66, 59, 17, 20, 28, 49, 41, 50, 47, 44, 29, 39, 43, 8, 5, 15, 11, 14, 23, 32, 34, 52, 56, 13, 4, 16, 62, 68]","(6.0, 316.18899999999996)"
61,342,[  6.        318.8447275],[0.         0.92272038],[  6.    315.677],[  6.    320.102],"[54, 40, 37, 12, 18, 32, 53, 27, 25, 31, 9, 55, 57, 16, 48, 22, 44, 49, 38, 41, 30, 19, 46, 24, 51, 45, 2, 10, 66, 3, 65, 7, 67, 58, 1, 6, 33, 36, 61, 63, 11, 62, 17, 20, 28, 26, 35, 50, 47, 42, 52, 39, 43, 59, 64, 15, 5, 56, 23, 21, 34, 29, 14, 13, 4, 60, 8, 68]","(6.0, 315.677)"
62,338,[  6.        318.2360775],[0.         0.77181409],[  6.    315.191],[  6.    319.477],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 41, 9, 55, 4, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 68, 8, 17, 20, 28, 49, 31, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 57, 3, 62, 5]","(6.0, 315.191)"
63,344,[  6.        317.7787525],[0.         0.66032825],[  6.    315.191],[  6.    318.538],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 41, 9, 55, 4, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 68, 8, 17, 20, 28, 49, 31, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 57, 3, 62, 5]","(6.0, 315.191)"
64,322,[  6.        317.4429875],[0.         0.59005558],[  6.    315.191],[  6.    318.176],"[54, 40, 37, 12, 18, 33, 53, 27, 30, 41, 9, 55, 4, 16, 44, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 45, 38, 61, 63, 68, 8, 17, 20, 28, 49, 31, 50, 47, 42, 52, 39, 43, 59, 66, 15, 11, 14, 23, 32, 34, 29, 56, 13, 57, 3, 62, 5]","(6.0, 315.191)"
65,340,[  6.      317.14318],[0.         0.61237043],[  6.    314.323],[  6.    317.921],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 7, 67, 58, 30, 33, 45, 31, 61, 63, 57, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 314.323)"
66,322,[  6.     316.7959],[0.         0.61058682],[  6.    312.997],[  6.    317.407],"[54, 40, 37, 12, 18, 33, 21, 27, 30, 31, 44, 55, 57, 3, 66, 22, 48, 26, 36, 35, 25, 19, 46, 24, 51, 45, 2, 10, 7, 60, 65, 64, 56, 58, 1, 6, 53, 38, 61, 63, 5, 8, 17, 20, 28, 49, 41, 50, 47, 42, 29, 39, 43, 59, 9, 15, 11, 14, 23, 32, 34, 52, 67, 13, 4, 16, 62, 68]","(6.0, 312.997)"
67,316,[  6.        316.4648875],[0.         0.69738096],[  6.    310.856],[  6.    317.171],"[54, 40, 37, 12, 18, 6, 19, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 34, 22, 29, 23, 28, 5, 59, 56, 13, 15, 3, 11, 68]","(6.0, 310.856)"
68,340,[  6.        316.2091575],[0.         0.73571005],[  6.    310.856],[  6.    316.821],"[54, 40, 37, 12, 18, 6, 19, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 34, 22, 29, 23, 28, 5, 59, 56, 13, 15, 3, 11, 68]","(6.0, 310.856)"
69,336,[  6.      315.86978],[0.       0.836072],[  6.    310.856],[  6.    316.642],"[54, 40, 37, 12, 18, 6, 19, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 34, 22, 29, 23, 28, 5, 59, 56, 13, 15, 3, 11, 68]","(6.0, 310.856)"
70,342,[  6.      315.47831],[0.         0.95988373],[  6.    310.856],[  6.    316.407],"[54, 40, 37, 12, 18, 6, 19, 27, 1, 53, 44, 55, 4, 16, 64, 38, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 17, 32, 26, 41, 50, 47, 20, 52, 39, 43, 14, 42, 34, 22, 29, 23, 28, 5, 59, 56, 13, 15, 3, 11, 68]","(6.0, 310.856)"
71,354,[  6.       315.016765],[0.         1.03704838],[  6.    310.811],[  6.    316.189],"[54, 40, 37, 5, 18, 16, 53, 27, 25, 31, 9, 55, 57, 32, 48, 22, 44, 49, 38, 41, 30, 19, 46, 24, 39, 45, 2, 10, 66, 3, 65, 7, 67, 58, 1, 6, 33, 36, 61, 63, 11, 62, 17, 20, 28, 26, 35, 50, 47, 42, 52, 51, 43, 59, 64, 15, 12, 56, 23, 21, 34, 29, 14, 13, 4, 60, 8, 68]","(6.0, 310.811)"
72,348,[  6.      314.49146],[0.         1.02088452],[  6.    310.811],[  6.    315.677],"[54, 40, 37, 5, 18, 16, 53, 27, 25, 31, 9, 55, 57, 32, 48, 22, 44, 49, 38, 41, 30, 19, 46, 24, 39, 45, 2, 10, 66, 3, 65, 7, 67, 58, 1, 6, 33, 36, 61, 63, 11, 62, 17, 20, 28, 26, 35, 50, 47, 42, 52, 51, 43, 59, 64, 15, 12, 56, 23, 21, 34, 29, 14, 13, 4, 60, 8, 68]","(6.0, 310.811)"
73,336,[  6.      313.92183],[0.         1.12126403],[  6.    308.681],[  6.    315.131],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 308.681)"
74,352,[  6.        313.3206875],[0.        1.1067059],[  6.    308.681],[  6.    314.806],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 308.681)"
75,340,[  6.      312.71635],[0.         0.91937579],[  6.    308.681],[  6.    314.123],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 308.681)"
76,326,[  6.       312.247355],[0.         0.87564383],[  6.    308.681],[  6.    312.997],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 308.681)"
77,330,[  6.        311.7806575],[0.         0.88880653],[  6.    308.516],[  6.    312.997],"[54, 23, 37, 12, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 308.516)"
78,350,[  6.        311.3060625],[0.         0.82433229],[  6.    308.079],[  6.    312.456],"[54, 40, 37, 12, 18, 6, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 308.079)"
79,320,[  6.        310.8411875],[0.         0.77483809],[  6.    306.822],[  6.    311.711],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
80,346,[  6.        310.5058475],[0.         0.79152118],[  6.    306.822],[  6.    311.354],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
81,332,[  6.        310.1282075],[0.         0.87397641],[  6.    306.822],[  6.    310.856],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
82,344,[  6.        309.7248725],[0.        0.9241048],[  6.    306.822],[  6.    310.705],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
83,338,[  6.        309.2811625],[0.         0.82792599],[  6.    306.822],[  6.   310.46],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
84,338,[  6.        308.8177625],[0.         0.60588076],[  6.    306.822],[  6.    309.885],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
85,328,[  6.    308.438],[0.         0.43293275],[  6.    306.822],[  6.    308.771],"[54, 23, 37, 28, 18, 31, 34, 27, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 24, 46, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 6, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 306.822)"
86,330,[  6.        308.2353875],[0.       0.563881],[  6.    304.522],[  6.    308.681],"[54, 40, 37, 12, 18, 27, 34, 6, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 59, 15, 56, 13, 5, 17, 11, 68]","(6.0, 304.522)"
87,342,[  6.       307.961675],[0.         0.59648943],[  6.    304.522],[  6.    308.681],"[54, 40, 37, 12, 18, 27, 34, 6, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 59, 15, 56, 13, 5, 17, 11, 68]","(6.0, 304.522)"
88,360,[  6.      307.66104],[0.         0.61180632],[  6.    304.522],[  6.    308.382],"[54, 40, 37, 12, 18, 27, 34, 6, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 59, 15, 56, 13, 5, 17, 11, 68]","(6.0, 304.522)"
89,324,[  6.        307.3082975],[0.         0.58539931],[  6.    304.522],[  6.    308.079],"[54, 40, 37, 12, 18, 27, 34, 6, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 59, 15, 56, 13, 5, 17, 11, 68]","(6.0, 304.522)"
90,334,[  6.       307.011115],[0.         0.58277329],[  6.    304.522],[  6.    307.617],"[54, 40, 37, 12, 18, 27, 34, 6, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 59, 15, 56, 13, 5, 17, 11, 68]","(6.0, 304.522)"
91,348,[  6.      306.72583],[0.         0.63686052],[  6.    304.522],[  6.    307.388],"[54, 40, 37, 12, 18, 27, 34, 6, 1, 53, 44, 55, 4, 16, 64, 50, 48, 49, 36, 35, 25, 21, 51, 46, 24, 62, 2, 10, 9, 60, 65, 57, 67, 58, 30, 33, 45, 31, 61, 63, 7, 8, 66, 3, 32, 26, 41, 38, 47, 20, 52, 39, 43, 14, 42, 19, 22, 29, 23, 28, 59, 15, 56, 13, 5, 17, 11, 68]","(6.0, 304.522)"
92,362,[  6.       306.446625],[0.         0.69026579],[  6.    303.968],[  6.    307.111],"[54, 40, 31, 12, 3, 33, 37, 27, 23, 30, 9, 55, 4, 16, 44, 22, 48, 49, 36, 38, 25, 26, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 53, 41, 61, 63, 68, 8, 17, 20, 28, 35, 19, 50, 42, 47, 52, 43, 45, 59, 66, 15, 11, 14, 39, 32, 34, 29, 56, 13, 5, 18, 62, 57]","(6.0, 303.96799999999996)"
93,330,[  6.        306.0521325],[0.         0.78487355],[  6.    303.968],[  6.    306.822],"[54, 40, 31, 12, 3, 33, 37, 27, 23, 30, 9, 55, 4, 16, 44, 22, 48, 49, 36, 38, 25, 26, 46, 24, 51, 21, 2, 10, 64, 60, 65, 7, 67, 58, 1, 6, 53, 41, 61, 63, 68, 8, 17, 20, 28, 35, 19, 50, 42, 47, 52, 43, 45, 59, 66, 15, 11, 14, 39, 32, 34, 29, 56, 13, 5, 18, 62, 57]","(6.0, 303.96799999999996)"
94,330,[  6.        305.5724025],[0.         0.99923004],[  6.    292.026],[  6.    306.535],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 58, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 292.02599999999995)"
95,328,[  6.        305.0607775],[0.         1.26210751],[  6.    292.026],[  6.   306.03],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 58, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 292.02599999999995)"
96,346,[  6.       304.702235],[0.         1.51920045],[  6.    292.026],[  6.    305.587],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 58, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 292.02599999999995)"
97,354,[  6.0025   304.297965],[0.04993746 1.79633983],[  6.    292.026],[  7.    305.345],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 58, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 292.02599999999995)"
98,350,[  6.005     303.8190675],[0.07053368 2.41923092],[  6.    292.026],[  7.   304.68],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 58, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 17, 11, 68]","(6.0, 292.02599999999995)"
99,338,[  6.0075  303.21837],[0.08627717 3.16203579],[  6.    291.174],[  7.    304.522],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 17, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 58, 11, 68]","(6.0, 291.174)"
100,344,[  6.0175  302.17188],[0.13112494 4.05229566],[  6.    291.174],[  7.    304.494],"[54, 23, 37, 28, 30, 31, 34, 21, 53, 1, 44, 55, 4, 16, 64, 50, 48, 49, 43, 35, 25, 27, 51, 24, 46, 62, 2, 10, 9, 60, 65, 67, 57, 17, 18, 33, 45, 6, 61, 63, 7, 8, 66, 3, 39, 26, 41, 38, 47, 20, 52, 32, 36, 14, 42, 19, 22, 29, 40, 12, 15, 59, 56, 13, 5, 58, 11, 68]","(6.0, 291.174)"
