Generation,evals,avg,std,min,max,best_one,fitness_best_one
17,212,[  7.         454.26939224],[0.        3.3849506],[  7.         434.11553896],[  7.         460.42267866],"[8, 1, 9, 7, 17, 12, 14, 16, 21, 22, 20, 25, 6, 11, 3, 5, 18, 19, 15, 24, 4, 13, 2, 10, 23]","(7.0, 434.11553896214735)"
18,212,[  7.         452.10668038],[0.         3.35416557],[  7.         434.11553896],[  7.         453.86164218],"[8, 1, 9, 7, 17, 12, 14, 16, 21, 22, 20, 25, 6, 11, 3, 5, 18, 19, 15, 24, 4, 13, 2, 10, 23]","(7.0, 434.11553896214735)"
19,228,[  7.         450.03937643],[0.         4.64726181],[  7.        426.5873228],[  7.         452.83379295],"[18, 17, 15, 7, 1, 12, 14, 8, 21, 22, 20, 25, 6, 2, 3, 5, 16, 19, 13, 24, 4, 11, 9, 10, 23]","(7.0, 426.58732280362466)"
20,206,[  7.         447.17320368],[0.         6.46088585],[  7.         423.07382868],[  7.         451.90990852],"[16, 17, 13, 7, 1, 12, 14, 8, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 4, 9, 11, 10, 23]","(7.0, 423.0738286813951)"
21,204,[  7.         441.92140855],[0.         7.64452255],[  7.         406.22450349],[  7.         450.30744502],"[8, 4, 9, 7, 1, 12, 14, 16, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 406.22450348938014)"
22,214,[  7.         434.67760481],[0.        5.9019325],[  7.         406.22450349],[  7.        444.4937917],"[8, 4, 9, 7, 1, 12, 14, 16, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 406.22450348938014)"
23,204,[  7.         429.56207696],[0.         5.06078061],[  7.         406.22450349],[  7.         434.11553896],"[8, 4, 9, 7, 1, 12, 14, 16, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 406.22450348938014)"
24,200,[  7.         424.82775309],[0.         4.84501528],[  7.         406.22450349],[  7.         429.28023625],"[8, 4, 9, 7, 1, 12, 14, 16, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 406.22450348938014)"
25,210,[  7.         421.26050614],[0.         5.93551111],[  7.         402.58079466],[  7.        426.5873228],"[7, 4, 9, 8, 1, 12, 14, 16, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 402.5807946591268)"
26,206,[  7.         416.70856739],[0.         6.68114843],[  7.         402.58079466],[  7.         423.07382868],"[7, 4, 9, 8, 1, 12, 14, 16, 21, 22, 20, 25, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 402.5807946591268)"
27,214,[  7.         410.71519193],[0.         5.84304562],[  7.         400.19562985],[  7.         419.77056785],"[7, 4, 9, 8, 1, 12, 14, 16, 25, 22, 20, 21, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 400.1956298519923)"
28,202,[  7.        405.7470223],[0.         1.33228417],[  7.         400.19562985],[  7.         406.22450349],"[7, 4, 9, 8, 1, 12, 14, 16, 25, 22, 20, 21, 6, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 400.1956298519923)"
29,232,[  7.         404.98395983],[0.         1.94056408],[  7.         398.80838668],[  7.         406.22450349],"[8, 4, 9, 7, 6, 12, 14, 16, 21, 22, 20, 25, 1, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 23]","(7.0, 398.80838667843534)"
30,194,[  7.         403.29620831],[0.         2.08932942],[  7.         398.54608004],[  7.         406.22450349],"[8, 4, 6, 7, 1, 12, 14, 16, 21, 22, 23, 25, 9, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 20]","(7.0, 398.5460800407684)"
31,228,[  7.         401.54705756],[0.         1.20000415],[  7.         398.54608004],[  7.         402.58079466],"[8, 4, 6, 7, 1, 12, 14, 16, 21, 22, 23, 25, 9, 2, 3, 5, 18, 19, 15, 24, 17, 13, 11, 10, 20]","(7.0, 398.5460800407684)"
32,222,[  7.         400.36716799],[0.         0.93865657],[  7.         394.37975698],[  7.         402.58079466],"[7, 4, 9, 8, 1, 12, 14, 16, 23, 22, 24, 25, 6, 2, 3, 5, 18, 19, 15, 20, 17, 13, 11, 10, 21]","(7.0, 394.3797569800883)"
33,216,[  7.        399.6387743],[0.         0.99016577],[  7.         394.37975698],[  7.         400.19562985],"[7, 4, 9, 8, 1, 12, 14, 16, 23, 22, 24, 25, 6, 2, 3, 5, 18, 19, 15, 20, 17, 13, 11, 10, 21]","(7.0, 394.3797569800883)"
34,206,[  7.         398.85847062],[0.         1.40644371],[  7.         390.74398747],[  7.         400.19562985],"[8, 4, 6, 7, 1, 12, 14, 16, 21, 22, 24, 25, 9, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 390.74398747443536)"
35,192,[  7.         397.75607161],[0.         1.76388977],[  7.         390.74398747],[  7.         398.83029378],"[8, 4, 6, 7, 1, 12, 14, 16, 21, 22, 24, 25, 9, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 390.74398747443536)"
36,212,[  7.         396.48329801],[0.         2.09846171],[  7.         390.74398747],[  7.         398.74232719],"[8, 4, 6, 7, 1, 12, 14, 16, 21, 22, 24, 25, 9, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 390.74398747443536)"
37,210,[  7.         394.60978859],[0.        1.6589592],[  7.         388.09455291],[  7.         396.33164062],"[8, 9, 6, 7, 3, 12, 14, 16, 21, 22, 23, 25, 4, 2, 1, 5, 18, 19, 15, 24, 17, 13, 11, 10, 20]","(7.0, 388.0945529128629)"
38,200,[  7.         393.20408595],[0.         1.75135697],[  7.         388.09455291],[  7.        395.4779826],"[8, 9, 6, 7, 3, 12, 14, 16, 21, 22, 23, 25, 4, 2, 1, 5, 18, 19, 15, 24, 17, 13, 11, 10, 20]","(7.0, 388.0945529128629)"
39,184,[  7.         391.61413365],[0.         1.54281946],[  7.         379.34461122],[  7.         394.37975698],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 379.34461121890115)"
40,202,[  7.         390.58974052],[0.         1.48107346],[  7.         379.34461122],[  7.         391.31165954],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 379.34461121890115)"
41,206,[  7.         389.86975343],[0.         1.88163907],[  7.         379.34461122],[  7.         390.74398747],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 379.34461121890115)"
42,212,[  7.         388.76136277],[0.         2.58314333],[  7.         379.34461122],[  7.         390.74398747],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 379.34461121890115)"
43,208,[  7.         386.92957402],[0.         2.88027664],[  7.         379.34461122],[  7.         389.19557172],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 23, 17, 13, 11, 10, 20]","(7.0, 379.34461121890115)"
44,224,[  7.         385.42286423],[0.         3.79106152],[  7.         375.36157955],[  7.         388.09455291],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 13, 11, 10, 20]","(7.0, 375.3615795470434)"
45,214,[  7.         382.49970884],[0.         3.77136371],[  7.         375.36157955],[  7.         387.64925466],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 13, 11, 10, 20]","(7.0, 375.3615795470434)"
46,224,[  7.         379.25322259],[0.         0.55054039],[  7.         375.36157955],[  7.         379.34461122],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 13, 11, 10, 20]","(7.0, 375.3615795470434)"
47,210,[  7.         379.10307716],[0.         0.88637323],[  7.         375.36157955],[  7.         379.34461122],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 13, 11, 10, 20]","(7.0, 375.3615795470434)"
48,212,[  7.         378.77296905],[0.         1.30108135],[  7.         375.36157955],[  7.         379.34461122],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 13, 11, 10, 20]","(7.0, 375.3615795470434)"
49,196,[  7.         377.94378401],[0.         1.72532652],[  7.         375.36157955],[  7.         379.34461122],"[8, 4, 6, 7, 9, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 13, 11, 10, 20]","(7.0, 375.3615795470434)"
50,202,[  7.         376.46531226],[0.         1.63222611],[  7.         362.65014513],[  7.         379.34461122],"[8, 4, 6, 7, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 362.6501451303226)"
51,214,[  7.         375.22156184],[0.         1.27325379],[  7.         362.65014513],[  7.         375.36157955],"[8, 4, 6, 7, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 362.6501451303226)"
52,214,[  7.         374.93590978],[0.         2.17958936],[  7.         362.65014513],[  7.         375.36157955],"[8, 4, 6, 7, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 362.6501451303226)"
53,200,[  7.         374.39262771],[0.         3.17206328],[  7.         362.65014513],[  7.         375.36157955],"[8, 4, 6, 7, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 362.6501451303226)"
54,212,[  7.        372.9097079],[0.         4.68587123],[  7.         362.65014513],[  7.         375.36157955],"[8, 4, 6, 7, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 362.6501451303226)"
55,200,[  7.         369.96343817],[0.         5.66625396],[  7.        362.2748646],[  7.         375.36157955],"[8, 4, 6, 7, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 10, 9, 11, 23, 20]","(7.0, 362.2748645955012)"
56,220,[  7.         365.46657468],[0.         4.60277395],[  7.         360.71464023],[  7.         373.42607465],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 360.71464023256857)"
57,208,[  7.         362.60216382],[0.        0.2579948],[  7.         360.71464023],[  7.         362.65014513],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 360.71464023256857)"
58,208,[  7.         362.56025713],[0.         0.33002946],[  7.         360.71464023],[  7.         362.65014513],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 360.71464023256857)"
59,224,[  7.         362.46476322],[0.         0.44605002],[  7.         360.71464023],[  7.         362.65014513],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 9, 11, 10, 20]","(7.0, 360.71464023256857)"
60,220,[  7.        362.2536333],[0.         0.60085034],[  7.         359.06198529],[  7.         362.65014513],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
61,216,[  7.         361.87090013],[0.         0.63984009],[  7.         359.06198529],[  7.         362.65014513],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
62,214,[  7.         361.33480595],[0.         0.62790168],[  7.         359.06198529],[  7.        362.2748646],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
63,204,[  7.         360.80992074],[0.         0.43484291],[  7.         359.06198529],[  7.         360.99749019],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
64,200,[  7.         360.60198502],[0.        0.5610973],[  7.         359.06198529],[  7.         360.99749019],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
65,218,[  7.         360.24223349],[0.         0.68537017],[  7.         359.06198529],[  7.         360.71464023],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
66,200,[  7.         359.70061713],[0.         0.68908982],[  7.         359.06198529],[  7.         360.71464023],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
67,214,[  7.         359.07513697],[0.         0.11490286],[  7.         359.06198529],[  7.         360.17545444],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
68,216,[  7.         359.06198529],[0.00000000e+00 1.30739863e-12],[  7.         359.06198529],[  7.         359.06198529],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
69,210,[  7.         359.06198529],[0.00000000e+00 1.30739863e-12],[  7.         359.06198529],[  7.         359.06198529],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
70,204,[  7.         359.06198529],[0.00000000e+00 1.30739863e-12],[  7.         359.06198529],[  7.         359.06198529],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
71,210,[  7.         359.06198529],[0.00000000e+00 1.30739863e-12],[  7.         359.06198529],[  7.         359.06198529],"[7, 4, 6, 8, 13, 12, 14, 16, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 359.0619852936555)"
72,218,[  7.        359.0595243],[0.         0.04255451],[  7.         358.32368807],[  7.         359.06198529],"[8, 6, 4, 7, 13, 12, 14, 16, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 358.3236880677699)"
73,204,[  7.         359.05706331],[0.         0.06008044],[  7.         358.32368807],[  7.         359.06198529],"[8, 6, 4, 7, 13, 12, 14, 16, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 358.3236880677699)"
74,216,[  7.         359.04389236],[0.         0.16539064],[  7.        356.5872946],[  7.         359.06198529],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
75,204,[  7.         359.01262848],[0.         0.27744238],[  7.        356.5872946],[  7.         359.06198529],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
76,210,[  7.         358.93360278],[0.         0.45520708],[  7.        356.5872946],[  7.         359.06198529],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
77,202,[  7.        358.7681684],[0.         0.65680165],[  7.        356.5872946],[  7.         359.06198529],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
78,196,[  7.         358.42998314],[0.         0.86024629],[  7.        356.5872946],[  7.         359.06198529],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
79,218,[  7.         357.79087355],[0.         0.87923188],[  7.        356.5872946],[  7.         359.06198529],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
80,220,[  7.         357.15399315],[0.         0.81109826],[  7.        356.5872946],[  7.         358.32368807],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
81,214,[  7.        356.5872946],[0.0000000e+00 1.8189894e-12],[  7.        356.5872946],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 24, 25, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 356.5872945997573)"
82,202,[  7.         356.58483361],[0.         0.04255451],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
83,228,[  7.         356.57991163],[0.         0.07345965],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
84,216,[  7.         356.56514568],[0.         0.12594407],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
85,206,[  7.         356.53069181],[0.        0.1964327],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
86,198,[  7.         356.46670605],[0.         0.27292598],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
87,202,[  7.         356.33135156],[0.         0.35136192],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
88,208,[  7.         356.06802555],[0.         0.33724554],[  7.         355.84899737],[  7.        356.5872946],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
89,208,[  7.         355.84899737],[0.00000000e+00 8.52651283e-13],[  7.         355.84899737],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 18, 19, 15, 17, 23, 10, 11, 9, 20]","(7.0, 355.8489973738717)"
90,204,[  7.         355.84338074],[0.         0.09712073],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
91,198,[  7.         355.83214746],[0.        0.1676545],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
92,186,[  7.         355.80968091],[0.         0.25436608],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
93,202,[  7.         355.77036446],[0.         0.35540489],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
94,236,[  7.         355.69734817],[0.         0.48221372],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
95,212,[  7.         355.50638251],[0.         0.67817258],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
96,204,[  7.         355.13006783],[0.         0.83338479],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
97,186,[  7.         354.36287394],[0.         0.54153297],[  7.         354.16400626],[  7.         355.84899737],"[7, 4, 6, 8, 13, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 15, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 354.1640062620497)"
98,196,[  7.         354.15868722],[0.        0.0919749],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
