Generation,evals,avg,std,min,max,best_one,fitness_best_one
99,222,[  7.         354.15336817],[0.         0.12985446],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
100,222,[  7.         354.14273008],[0.         0.18302465],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
101,206,[  7.        354.1214539],[0.        0.2570811],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
102,204,[  7.         354.06826344],[0.         0.37896102],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
103,220,[  7.         353.97309545],[0.         0.51457673],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
104,226,[  7.        353.7484719],[0.         0.69677748],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
105,200,[  7.         353.28490418],[0.         0.78734477],[  7.        352.5682925],[  7.         354.16400626],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
106,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
107,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
108,222,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
109,222,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
110,222,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
111,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
112,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
113,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
114,210,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
115,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
116,210,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
117,208,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
118,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
119,178,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
120,194,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
121,228,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
122,184,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
123,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
124,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
125,216,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
126,220,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
127,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
128,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
129,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
130,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
131,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
132,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
133,202,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
134,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
135,220,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
136,210,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
137,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
138,202,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
139,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
140,198,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
141,190,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
142,224,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
143,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
144,198,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
145,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
146,226,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
147,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
148,210,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
149,218,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
150,220,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
151,208,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
152,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
153,228,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
154,228,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
155,202,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
156,228,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
157,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
158,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
159,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
160,208,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
161,216,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
162,202,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
163,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
164,196,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
165,194,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
166,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
167,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
168,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
169,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
170,218,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
171,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
172,216,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
173,206,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
174,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
175,194,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
176,202,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
177,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
178,198,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
179,190,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
180,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
181,200,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
182,204,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
183,214,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
184,220,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
185,192,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
186,212,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
187,208,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
188,192,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
189,198,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
190,182,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
191,232,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
192,224,[  7.        352.5682925],[0.00000000e+00 3.41060513e-13],[  7.        352.5682925],[  7.        352.5682925],"[7, 4, 6, 8, 15, 16, 14, 12, 21, 22, 25, 24, 1, 2, 3, 5, 13, 19, 18, 17, 23, 10, 11, 9, 20]","(7.0, 352.5682925019068)"
