Generation,evals,avg,std,min,max,best_one,fitness_best_one
33,340,[  5.005    327.550875],[0.07053368 2.42976306],[  5.    315.306],[  6.    329.386],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 8, 14, 58, 11, 64, 42, 39, 16, 17, 65, 67, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 53, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 24, 25, 21, 27, 36, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 10, 56, 61, 63]","(5.0, 315.30600000000004)"
34,336,[  5.005    326.269085],[0.07053368 2.95349362],[  5.    315.306],[  6.    328.599],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 8, 14, 58, 11, 64, 42, 39, 16, 17, 65, 67, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 53, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 24, 25, 21, 27, 36, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 10, 56, 61, 63]","(5.0, 315.30600000000004)"
35,344,[  5.0125    324.8786875],[0.11110243 3.22729863],[  5.    314.391],[  6.    327.749],"[5, 19, 34, 49, 44, 57, 3, 60, 12, 18, 66, 2, 7, 68, 35, 33, 8, 14, 58, 11, 59, 42, 39, 16, 17, 65, 63, 61, 9, 15, 45, 38, 32, 20, 28, 51, 26, 53, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 24, 25, 21, 27, 52, 1, 62, 30, 23, 37, 46, 29, 36, 41, 40, 10, 56, 64, 67]","(5.0, 314.391)"
36,332,[  5.025   322.78683],[0.15612495 3.0648035 ],[  5.    314.391],[  6.    326.559],"[5, 19, 34, 49, 44, 57, 3, 60, 12, 18, 66, 2, 7, 68, 35, 33, 8, 14, 58, 11, 59, 42, 39, 16, 17, 65, 63, 61, 9, 15, 45, 38, 32, 20, 28, 51, 26, 53, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 24, 25, 21, 27, 52, 1, 62, 30, 23, 37, 46, 29, 36, 41, 40, 10, 56, 64, 67]","(5.0, 314.391)"
37,346,[  5.025    320.538845],[0.15612495 2.48226487],[  5.    313.535],[  6.    324.376],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 58, 14, 4, 11, 64, 42, 39, 16, 17, 62, 67, 2, 9, 15, 45, 24, 32, 20, 28, 51, 26, 53, 36, 46, 6, 55, 8, 13, 50, 54, 31, 40, 48, 38, 25, 21, 27, 22, 1, 65, 30, 29, 37, 47, 23, 52, 41, 43, 10, 56, 61, 63]","(5.0, 313.53499999999997)"
38,330,[  5.        318.6910125],[0.         2.11605129],[  5.    311.967],[  5.    321.481],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 58, 14, 8, 11, 64, 42, 39, 16, 17, 65, 67, 2, 9, 15, 45, 24, 32, 20, 28, 51, 26, 53, 22, 46, 36, 55, 4, 13, 50, 54, 31, 40, 48, 38, 25, 21, 27, 6, 1, 62, 30, 29, 37, 47, 23, 52, 41, 43, 10, 56, 61, 63]","(5.0, 311.967)"
39,326,[  5.        317.3496725],[0.         2.07182138],[  5.    310.592],[  5.    319.922],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 4, 66, 59, 7, 68, 19, 33, 58, 14, 8, 11, 64, 42, 39, 16, 17, 65, 67, 2, 9, 15, 45, 24, 32, 20, 28, 51, 26, 53, 22, 46, 36, 55, 12, 13, 50, 54, 31, 40, 48, 38, 25, 21, 27, 6, 1, 62, 30, 29, 37, 47, 23, 52, 41, 43, 10, 56, 61, 63]","(5.0, 310.592)"
40,342,[  5.        315.7180575],[0.         1.53176602],[  5.    309.921],[  5.    318.784],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 14, 66, 59, 7, 68, 19, 33, 58, 4, 8, 11, 64, 42, 39, 16, 17, 65, 67, 2, 9, 15, 45, 24, 32, 20, 28, 51, 26, 53, 22, 46, 36, 55, 12, 13, 50, 54, 31, 40, 48, 38, 25, 21, 27, 6, 1, 62, 30, 29, 37, 47, 23, 52, 41, 43, 10, 56, 61, 63]","(5.0, 309.92100000000005)"
41,328,[  5.      314.64647],[0.         1.24227797],[  5.    308.336],[  5.    315.744],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 8, 14, 58, 11, 64, 42, 39, 16, 17, 65, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 308.336)"
42,350,[  5.        313.9505475],[0.         1.42677389],[  5.    308.336],[  5.    315.306],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 8, 14, 58, 11, 64, 42, 39, 16, 17, 65, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 308.336)"
43,332,[  5.        312.8242875],[0.         1.40705658],[  5.    307.782],[  5.   314.67],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 8, 14, 58, 11, 64, 42, 39, 16, 17, 65, 10, 2, 9, 15, 45, 38, 32, 20, 28, 24, 26, 36, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 51, 25, 21, 27, 53, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 307.78200000000004)"
44,354,[  5.      311.95186],[0.         1.28553444],[  5.    307.782],[  5.    313.531],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 8, 14, 58, 11, 64, 42, 39, 16, 17, 65, 10, 2, 9, 15, 45, 38, 32, 20, 28, 24, 26, 36, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 51, 25, 21, 27, 53, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 307.78200000000004)"
45,338,[  5.        311.0892925],[0.         1.19793378],[  5.    307.555],[  5.    312.341],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 58, 14, 13, 11, 64, 42, 39, 16, 17, 65, 67, 2, 9, 15, 45, 24, 32, 31, 28, 51, 26, 53, 30, 46, 36, 55, 4, 8, 50, 54, 20, 40, 48, 38, 25, 21, 27, 6, 1, 62, 22, 29, 37, 47, 23, 52, 41, 43, 10, 56, 61, 63]","(5.0, 307.555)"
46,350,[  5.      310.30788],[0.         1.28210554],[  5.    306.186],[  5.    311.967],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 42, 14, 58, 11, 64, 8, 39, 16, 17, 65, 10, 2, 9, 15, 45, 38, 32, 20, 28, 24, 26, 36, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 51, 25, 21, 27, 53, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 306.18600000000004)"
47,344,[  5.      309.40496],[0.         1.10574988],[  5.    306.186],[  5.    311.038],"[44, 35, 34, 49, 5, 57, 3, 60, 18, 12, 66, 59, 7, 68, 19, 33, 42, 14, 58, 11, 64, 8, 39, 16, 17, 65, 10, 2, 9, 15, 45, 38, 32, 20, 28, 24, 26, 36, 22, 47, 6, 55, 4, 13, 50, 54, 31, 43, 48, 51, 25, 21, 27, 53, 1, 62, 30, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 306.18600000000004)"
48,316,[  5.       308.543965],[0.         0.87294206],[  5.    303.223],[  5.    309.921],"[44, 35, 34, 49, 5, 18, 3, 60, 57, 12, 66, 59, 7, 68, 19, 33, 58, 14, 8, 11, 64, 42, 39, 16, 17, 62, 67, 2, 9, 10, 45, 24, 41, 20, 28, 31, 6, 53, 22, 46, 25, 55, 4, 13, 50, 54, 51, 40, 48, 38, 26, 21, 27, 36, 1, 65, 30, 29, 37, 47, 23, 52, 32, 43, 15, 56, 61, 63]","(5.0, 303.223)"
49,342,[  5.       307.898585],[0.         0.94137316],[  5.    302.338],[  5.    308.806],"[44, 35, 34, 49, 5, 18, 3, 60, 57, 12, 66, 59, 7, 68, 19, 33, 58, 14, 8, 11, 64, 42, 39, 16, 17, 62, 67, 2, 9, 10, 45, 24, 41, 20, 28, 31, 6, 53, 22, 46, 25, 55, 4, 13, 50, 54, 51, 40, 48, 38, 26, 21, 27, 36, 1, 65, 30, 29, 37, 47, 52, 23, 32, 43, 15, 56, 61, 63]","(5.0, 302.338)"
50,342,[  5.        307.3031825],[0.       1.184789],[  5.    300.239],[  5.    308.384],"[44, 35, 34, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 50, 42, 39, 16, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 55, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 47, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 300.23900000000003)"
51,332,[  5.      306.67302],[0.         1.38707045],[  5.    300.239],[  5.    307.803],"[44, 35, 34, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 50, 42, 39, 16, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 55, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 47, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 300.23900000000003)"
52,358,[  5.        305.9563725],[0.         1.41913063],[  5.    300.239],[  5.    307.555],"[44, 35, 34, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 50, 42, 39, 16, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 55, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 47, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 300.23900000000003)"
53,322,[  5.      305.01211],[0.         1.48756629],[  5.    300.239],[  5.    306.408],"[44, 35, 34, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 50, 42, 39, 16, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 55, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 47, 29, 37, 46, 23, 52, 41, 40, 67, 56, 61, 63]","(5.0, 300.23900000000003)"
54,334,[  5.       304.090655],[0.        1.4751134],[  5.    298.833],[  5.    305.961],"[44, 35, 34, 49, 5, 57, 62, 60, 2, 12, 67, 59, 7, 68, 19, 33, 58, 9, 8, 11, 64, 42, 39, 16, 17, 65, 66, 10, 14, 15, 45, 36, 32, 20, 43, 51, 26, 53, 22, 46, 24, 55, 4, 13, 50, 54, 23, 52, 48, 38, 25, 21, 27, 6, 1, 3, 30, 29, 37, 47, 31, 40, 41, 28, 18, 56, 61, 63]","(5.0, 298.833)"
55,336,[  5.        303.2582225],[0.         1.23730603],[  5.    298.833],[  5.   304.99],"[44, 35, 34, 49, 5, 57, 62, 60, 2, 12, 67, 59, 7, 68, 19, 33, 58, 9, 8, 11, 64, 42, 39, 16, 17, 65, 66, 10, 14, 15, 45, 36, 32, 20, 43, 51, 26, 53, 22, 46, 24, 55, 4, 13, 50, 54, 23, 52, 48, 38, 25, 21, 27, 6, 1, 3, 30, 29, 37, 47, 31, 40, 41, 28, 18, 56, 61, 63]","(5.0, 298.833)"
56,342,[  5.      302.48109],[0.         1.13621806],[  5.    298.833],[  5.  303.7],"[44, 35, 34, 49, 5, 57, 62, 60, 2, 12, 67, 59, 7, 68, 19, 33, 58, 9, 8, 11, 64, 42, 39, 16, 17, 65, 66, 10, 14, 15, 45, 36, 32, 20, 43, 51, 26, 53, 22, 46, 24, 55, 4, 13, 50, 54, 23, 52, 48, 38, 25, 21, 27, 6, 1, 3, 30, 29, 37, 47, 31, 40, 41, 28, 18, 56, 61, 63]","(5.0, 298.833)"
57,332,[  5.       301.809565],[0.         1.17338512],[  5.    295.855],[  5.    303.223],"[44, 35, 50, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 295.855)"
58,338,[  5.       301.039025],[0.         1.13221714],[  5.    295.855],[  5.    302.388],"[44, 35, 50, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 295.855)"
59,354,[  5.        300.3168325],[0.         1.03243728],[  5.    295.855],[  5.    301.802],"[44, 35, 50, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 295.855)"
60,342,[  5.        299.6612475],[0.         0.96397845],[  5.    295.855],[  5.    300.737],"[44, 35, 50, 49, 5, 57, 3, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 295.855)"
61,338,[  5.        299.1108075],[0.         1.01732292],[  5.    294.598],[  5.   300.24],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 294.598)"
62,344,[  5.       298.476745],[0.         0.99216352],[  5.    294.598],[  5.    299.405],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 294.598)"
63,344,[  5.      298.03966],[0.         1.09503067],[  5.    294.308],[  5.    298.942],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 30, 29, 26, 24, 22, 28, 6, 16, 4, 13, 64, 54, 31, 43, 48, 36, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 294.308)"
64,320,[  5.        297.4443675],[0.         1.15513582],[  5.   293.83],[  5.    298.831],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 30, 29, 26, 24, 22, 28, 6, 16, 4, 13, 64, 54, 31, 43, 48, 36, 25, 21, 27, 53, 1, 3, 41, 37, 51, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 293.83)"
65,348,[  5.        296.7941425],[0.         1.00555631],[  5.   293.83],[  5.    298.249],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 33, 65, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 30, 29, 26, 24, 22, 28, 6, 16, 4, 13, 64, 54, 31, 43, 48, 36, 25, 21, 27, 53, 1, 3, 41, 37, 51, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 293.83)"
66,344,[  5.      296.21361],[0.         0.88484191],[  5.    292.961],[  5.    297.422],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 6, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 22, 30, 33, 16, 4, 13, 64, 11, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 292.961)"
67,344,[  5.        295.6235875],[0.         0.67429931],[  5.    292.961],[  5.    296.831],"[44, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 6, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 22, 30, 33, 16, 4, 13, 64, 11, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 292.961)"
68,336,[  5.        295.2684875],[0.        0.6844586],[  5.    292.861],[  5.    295.855],"[44, 27, 50, 49, 5, 57, 66, 17, 18, 12, 62, 59, 7, 68, 19, 33, 54, 14, 58, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 43, 20, 28, 29, 26, 36, 22, 31, 6, 16, 4, 13, 64, 65, 30, 32, 48, 24, 25, 21, 35, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 292.861)"
69,344,[  5.      294.91803],[0.         0.72382222],[  5.    290.983],[  5.    295.855],"[44, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.983)"
70,336,[  5.       294.528435],[0.        0.5904583],[  5.    290.983],[  5.    295.395],"[44, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.983)"
71,354,[  5.        294.2069625],[0.         0.59744094],[  5.    290.832],[  5.    294.811],"[44, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 23, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 36, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.832)"
72,352,[  5.        293.9819775],[0.         0.64602589],[  5.    290.832],[  5.    294.598],"[44, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 23, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 36, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.832)"
73,328,[  5.      293.60337],[0.         0.67907679],[  5.    290.832],[  5.    294.295],"[44, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 23, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 36, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.832)"
74,336,[  5.        293.2052525],[0.         0.75804116],[  5.   290.54],[  5.    293.914],"[44, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 23, 22, 30, 6, 16, 4, 13, 64, 31, 54, 43, 48, 24, 25, 21, 27, 53, 1, 62, 41, 29, 37, 46, 36, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.53999999999996)"
75,366,[  5.        292.8535925],[0.         0.80470863],[  5.    290.181],[  5.   293.74],"[27, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 39, 42, 34, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 44, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.181)"
76,354,[  5.        292.4159925],[0.         0.83799825],[  5.    290.181],[  5.    293.464],"[27, 35, 28, 49, 5, 57, 3, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 39, 42, 34, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 50, 51, 26, 36, 22, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 44, 53, 1, 62, 41, 29, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 290.181)"
77,348,[  5.      291.94549],[0.         0.82632783],[  5.    288.085],[  5.    292.961],"[44, 22, 50, 49, 5, 57, 62, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 35, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 288.08500000000004)"
78,350,[  5.       291.442905],[0.         0.69097561],[  5.    288.085],[  5.    292.561],"[44, 22, 50, 49, 5, 57, 62, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 35, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 288.08500000000004)"
79,342,[  5.        291.0401975],[0.         0.56705552],[  5.    288.085],[  5.   291.91],"[44, 22, 50, 49, 5, 57, 62, 17, 18, 58, 66, 59, 7, 68, 19, 33, 65, 14, 12, 11, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 28, 29, 26, 36, 35, 30, 6, 16, 4, 13, 64, 54, 31, 43, 48, 24, 25, 21, 27, 53, 1, 3, 41, 51, 37, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 288.08500000000004)"
80,324,[  5.      290.64967],[0.         0.53955625],[  5.    287.988],[  5.    291.136],"[37, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 27, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 21, 29, 26, 36, 22, 30, 33, 16, 4, 13, 64, 11, 31, 43, 48, 24, 25, 28, 6, 53, 1, 3, 41, 51, 44, 46, 23, 52, 47, 40, 67, 56, 61, 63]","(5.0, 287.988)"
81,352,[  5.        290.4408075],[0.         0.63781734],[  5.    287.527],[  5.    290.983],"[37, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 27, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 21, 29, 26, 36, 22, 30, 33, 16, 4, 13, 56, 11, 31, 43, 48, 24, 25, 28, 6, 53, 1, 3, 41, 51, 44, 46, 23, 52, 47, 40, 67, 64, 61, 63]","(5.0, 287.527)"
82,350,[  5.        290.1511775],[0.         0.69363709],[  5.    287.527],[  5.    290.832],"[37, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 27, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 21, 29, 26, 36, 22, 30, 33, 16, 4, 13, 56, 11, 31, 43, 48, 24, 25, 28, 6, 53, 1, 3, 41, 51, 44, 46, 23, 52, 47, 40, 67, 64, 61, 63]","(5.0, 287.527)"
83,332,[  5.       289.814945],[0.         0.76030352],[  5.    287.527],[  5.   290.54],"[37, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 27, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 21, 29, 26, 36, 22, 30, 33, 16, 4, 13, 56, 11, 31, 43, 48, 24, 25, 28, 6, 53, 1, 3, 41, 51, 44, 46, 23, 52, 47, 40, 67, 64, 61, 63]","(5.0, 287.527)"
84,368,[  5.       289.536585],[0.         0.82702554],[  5.    287.527],[  5.    290.241],"[37, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 27, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 21, 29, 26, 36, 22, 30, 33, 16, 4, 13, 56, 11, 31, 43, 48, 24, 25, 28, 6, 53, 1, 3, 41, 51, 44, 46, 23, 52, 47, 40, 67, 64, 61, 63]","(5.0, 287.527)"
85,350,[  5.        289.1687925],[0.         0.82869472],[  5.    287.527],[  5.    290.181],"[37, 35, 50, 49, 5, 57, 62, 17, 18, 12, 66, 59, 7, 68, 19, 27, 65, 14, 58, 54, 34, 42, 39, 55, 60, 8, 10, 2, 9, 15, 45, 38, 32, 20, 21, 29, 26, 36, 22, 30, 33, 16, 4, 13, 56, 11, 31, 43, 48, 24, 25, 28, 6, 53, 1, 3, 41, 51, 44, 46, 23, 52, 47, 40, 67, 64, 61, 63]","(5.0, 287.527)"
