Generation,evals,avg,std,min,max,best_one,fitness_best_one
40,218,[  7.         450.15413273],[0.         0.15184333],[  7.         448.64331072],[  7.         450.16939356],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 17, 10, 18, 19, 15, 12, 16]","(7.0, 448.6433107187383)"
41,218,[  7.         450.13232179],[0.         0.23153751],[  7.         448.64331072],[  7.         450.16939356],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 17, 10, 18, 19, 15, 12, 16]","(7.0, 448.6433107187383)"
42,202,[  7.         450.05730048],[0.         0.39164867],[  7.         448.64331072],[  7.         450.16939356],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 17, 10, 18, 19, 15, 12, 16]","(7.0, 448.6433107187383)"
43,202,[  7.         449.90384387],[0.         0.56645628],[  7.         448.64331072],[  7.         450.16939356],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 17, 10, 18, 19, 15, 12, 16]","(7.0, 448.6433107187383)"
44,226,[  7.        449.5273317],[0.         0.73482564],[  7.         448.03572564],[  7.         450.16939356],"[21, 22, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 17, 10, 18, 19, 15, 12, 16]","(7.0, 448.035725643965)"
45,210,[  7.         448.81045777],[0.         0.43669494],[  7.         448.03572564],[  7.         450.16939356],"[21, 22, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 17, 10, 18, 19, 15, 12, 16]","(7.0, 448.035725643965)"
46,224,[  7.         448.61125965],[0.        0.1752798],[  7.       446.413708],[  7.         448.64331072],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 12, 17, 10, 18, 19, 15, 14, 16]","(7.0, 446.41370799836756)"
47,200,[  7.         448.54093454],[0.         0.37900352],[  7.        444.7317385],[  7.         448.64331072],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.7317384956051)"
48,206,[  7.         448.38098345],[0.         0.60510924],[  7.        444.7317385],[  7.         448.64331072],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.7317384956051)"
49,202,[  7.        448.0964664],[0.         0.78744607],[  7.        444.7317385],[  7.         448.64331072],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.7317384956051)"
50,188,[  7.         447.51333244],[0.         0.93857098],[  7.         444.02945646],[  7.         448.03572564],"[22, 21, 7, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.02945646445534)"
51,210,[  7.         446.96569875],[0.         1.14728711],[  7.         444.02945646],[  7.         448.03572564],"[22, 21, 7, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.02945646445534)"
52,210,[  7.         445.92219847],[0.         0.77924743],[  7.         444.02945646],[  7.         446.70841766],"[22, 21, 7, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.02945646445534)"
53,218,[  7.        445.3755213],[0.         0.84845108],[  7.         444.02945646],[  7.       446.413708],"[22, 21, 7, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.02945646445534)"
54,188,[  7.         444.62758254],[0.         0.24711418],[  7.         444.02945646],[  7.        444.7317385],"[22, 21, 7, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 444.02945646445534)"
55,202,[  7.         444.48100376],[0.        0.3399296],[  7.        443.4176415],[  7.        444.7317385],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 16, 10, 18, 19, 17, 12, 15]","(7.0, 443.4176415003361)"
56,192,[  7.         444.18044051],[0.         0.30443483],[  7.        443.4176415],[  7.        444.7317385],"[22, 21, 3, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 7, 8, 14, 16, 10, 18, 19, 17, 12, 15]","(7.0, 443.4176415003361)"
57,208,[  7.         443.99606674],[0.         0.13702491],[  7.         443.38681578],[  7.         444.02945646],"[22, 21, 7, 5, 13, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 17, 19, 18, 12, 16]","(7.0, 443.38681577529934)"
58,198,[  7.         443.94674574],[0.         0.21957261],[  7.         442.68952809],[  7.         444.02945646],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 442.68952808571083)"
59,186,[  7.         443.84978922],[0.         0.29708688],[  7.         442.68952809],[  7.         444.02945646],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 442.68952808571083)"
60,204,[  7.         443.65054514],[0.         0.35033808],[  7.         442.68952809],[  7.         444.02945646],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 442.68952808571083)"
61,216,[  7.         443.33763315],[0.         0.22274768],[  7.         442.68952809],[  7.         443.44305821],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 18, 19, 17, 12, 16]","(7.0, 442.68952808571083)"
62,204,[  7.         443.21383649],[0.         0.30129045],[  7.         442.33997522],[  7.        443.4176415],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 10, 12, 16]","(7.0, 442.33997522287166)"
63,210,[  7.         442.99538131],[0.         0.31378394],[  7.         442.33997522],[  7.        443.4176415],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 10, 12, 16]","(7.0, 442.33997522287166)"
64,192,[  7.         442.73434777],[0.         0.07703036],[  7.         442.10312983],[  7.         442.80041752],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 12, 14, 15, 10, 18, 19, 17, 8, 16]","(7.0, 442.1031298321332)"
65,206,[  7.         442.67453091],[0.         0.08386943],[  7.        442.0468874],[  7.         442.68952809],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 17, 19, 18, 12, 16]","(7.0, 442.04688739655484)"
66,220,[  7.         442.64923537],[0.         0.13085163],[  7.        442.0468874],[  7.         442.68952809],"[22, 21, 13, 5, 7, 11, 9, 6, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 10, 17, 19, 18, 12, 16]","(7.0, 442.04688739655484)"
67,206,[  7.         442.58628955],[0.         0.23398858],[  7.         440.15590603],[  7.         442.68952809],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 10, 12, 16]","(7.0, 440.15590603241486)"
68,222,[  7.         442.45690238],[0.         0.32533429],[  7.         440.15590603],[  7.         442.68952809],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 10, 12, 16]","(7.0, 440.15590603241486)"
69,224,[  7.         442.21618156],[0.         0.37160613],[  7.         440.15590603],[  7.         442.68952809],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 10, 12, 16]","(7.0, 440.15590603241486)"
70,212,[  7.        442.0313069],[0.         0.49736337],[  7.         440.15590603],[  7.         442.33997522],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 10, 12, 16]","(7.0, 440.15590603241486)"
71,234,[  7.         441.78711198],[0.         0.67513122],[  7.         439.91906064],[  7.         442.10312983],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 12, 14, 15, 10, 18, 19, 17, 8, 16]","(7.0, 439.9190606416764)"
72,218,[  7.         441.42448833],[0.         0.87399699],[  7.         439.91906064],[  7.        442.0468874],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 12, 14, 15, 10, 18, 19, 17, 8, 16]","(7.0, 439.9190606416764)"
73,206,[  7.         440.81997007],[0.         0.88989565],[  7.        438.1860882],[  7.        442.0468874],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
74,204,[  7.        440.1233171],[0.         0.21549168],[  7.        438.1860882],[  7.         440.15590603],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
75,204,[  7.         440.10325351],[0.         0.27048297],[  7.        438.1860882],[  7.         440.15590603],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
76,232,[  7.         440.02595529],[0.         0.41331145],[  7.        438.1860882],[  7.         440.15590603],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
77,214,[  7.         439.88870621],[0.         0.55955632],[  7.        438.1860882],[  7.         440.15590603],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
78,208,[  7.         439.60321325],[0.         0.70583729],[  7.        438.1860882],[  7.         440.15590603],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
79,206,[  7.         439.12331375],[0.         0.77341986],[  7.        438.1860882],[  7.         439.91906064],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
80,218,[  7.         438.43526312],[0.         0.44582826],[  7.        438.1860882],[  7.         439.49753869],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
81,222,[  7.        438.1860882],[0.00000000e+00 1.76214598e-12],[  7.        438.1860882],[  7.        438.1860882],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
82,214,[  7.        438.1860882],[0.00000000e+00 1.76214598e-12],[  7.        438.1860882],[  7.        438.1860882],"[22, 21, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 438.1860882047451)"
83,212,[  7.         438.17182399],[0.         0.16262883],[  7.        435.6367395],[  7.        438.1860882],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
84,222,[  7.         438.15029627],[0.         0.24550388],[  7.        435.6367395],[  7.        438.1860882],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
85,208,[  7.        438.0888591],[0.         0.40553953],[  7.        435.6367395],[  7.        438.1860882],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
86,212,[  7.         437.96818813],[0.         0.55467666],[  7.        435.6367395],[  7.        438.1860882],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
87,204,[  7.         437.67305628],[0.        0.7859815],[  7.        435.6367395],[  7.        438.1860882],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
88,212,[  7.         437.12533263],[0.         0.85168806],[  7.        435.6367395],[  7.        438.1860882],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
89,206,[  7.         436.46852955],[0.         0.78055613],[  7.        435.6367395],[  7.         437.32113078],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
90,178,[  7.         435.70096735],[0.         0.26855731],[  7.        435.6367395],[  7.         436.87199121],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
91,214,[  7.        435.6367395],[0.00000000e+00 1.59161573e-12],[  7.        435.6367395],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 14, 15, 17, 18, 19, 16, 12, 10]","(7.0, 435.6367394955718)"
92,200,[  7.         435.63512886],[0.         0.02785056],[  7.         435.15354757],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 10, 15, 17, 18, 19, 16, 12, 14]","(7.0, 435.1535475732117)"
93,210,[  7.         435.63190758],[0.         0.04807699],[  7.         435.15354757],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 10, 15, 17, 18, 19, 16, 12, 14]","(7.0, 435.1535475732117)"
94,204,[  7.         435.62097119],[0.         0.10610114],[  7.         434.28859015],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 10, 15, 17, 19, 18, 16, 12, 14]","(7.0, 434.28859014785115)"
95,246,[  7.         435.59437999],[0.        0.1734561],[  7.         434.28859015],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 10, 15, 17, 19, 18, 16, 12, 14]","(7.0, 434.28859014785115)"
96,214,[  7.         435.54201857],[0.         0.23608583],[  7.         434.28859015],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 10, 15, 17, 19, 18, 16, 12, 14]","(7.0, 434.28859014785115)"
97,188,[  7.         435.40782133],[0.         0.32189261],[  7.         434.28859015],[  7.        435.6367395],"[21, 22, 13, 5, 7, 6, 9, 11, 23, 25, 24, 20, 1, 2, 4, 3, 8, 10, 15, 17, 19, 18, 16, 12, 14]","(7.0, 434.28859014785115)"
