address,activity_days,coordinates
"JALAN INTAN 6/1,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0175452, 103.2989591"
"JALAN INTAN 6/2,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0168966, 103.2988364"
"JALAN INTAN 6/3,TAMAN INTAN, KLUANG JOHOR","Monday,Thursday","2.0163225, 103.2989519"
"JALAN INTAN 7/1,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0175955, 103.3026415"
"JALAN INTAN 7/2,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.017295, 103.301996"
"JALAN INTAN 7/3,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.017051, 103.301439"
"JALAN INTAN 7/4,TAMAN INTAN, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0165733, 103.3010257"
"JALAN BENAR,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0245823, 103.3057531"
"JALAN IKHLAS,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0224657, 103.3089852"
"JALAN INGIN,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0272799, 103.2919274"
"JALAN JAYA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0234143, 103.3049806"
"JALAN MAJU,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.023474, 103.301239"
"JALAN MANJA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0231131, 103.3089036"
"JALAN MOLEK,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.02508, 103.305585"
"JALAN MUHIBBAH,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0229135, 103.3005147"
"JALAN RAHMAT,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0222855, 103.3079662"
"JALAN SAYANG,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0220399, 103.3097435"
"LORONG 1, JALAN JAYA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0250953, 103.3039141"
"LORONG 3, JALAN JAYA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0225673, 103.2996138"
"LORONG 4, JALAN JAYA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0217909, 103.2993182"
"JALAN SIHAT,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0248398, 103.3047488"
"JALAN SETIA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0247121, 103.3108527"
"LORONG SETIA 1, JALAN SETIA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0638054, 103.3407706"
"LORONG SETIA 2, JALAN SETIA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0633365, 103.3408219"
"SK CANOSSIAN CONVENT,JALAN TENGKU MARIAM,TAMAN KERJASAMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0210403, 103.3038444"
"SMK CANOSSIAN CONVENT,JALAN TENGKU MARIAM,TAMAN KERJASAMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0217042, 103.3036811"
"PUSAT JAGAAN MIRIAM HOME,JALAN TENGKU MARIAM,TAMAN KERJASAMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0207674, 103.305665"
"JALAN MUAFAKAT,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0234384, 103.3003187"
"JALAN DATO IBRAHIM MAJID,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0291991, 103.301063"
"JALAN CHANGKAT JAYA,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0272799, 103.2919274"
"LORONG 1, JALAN  MAJU,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0244278, 103.303874"
"LORONG 2, JALAN MAJU,TAMAN KERJASAMA, KLUANG JOHOR","Wednesday,Sunday","2.0245468, 103.3038469"
"JALAN KIARAMAS 1,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0638125, 103.3068624"
"JALAN KIARAMAS 2,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0634533, 103.3068517"
"JALAN KIARAMAS 3,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0631957, 103.3070908"
"JALAN KIARAMAS 4,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0629358, 103.3078436"
"JALAN KIARAMAS 5,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0638544, 103.3078096"
"JALAN KIARAMAS 6,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0638722, 103.3063282"
"JALAN KIARAMAS 7,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0645943, 103.3064892"
"JALAN KIARAMAS 8,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.064915, 103.3059059"
"JALAN KIARAMAS 11,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0640936, 103.3056269"
"JALAN KIARAMAS 12,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0642093, 103.3050134"
"JALAN KIARAMAS 13,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.06434, 103.3045791"
"JALAN KIARAMAS 14,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.064889, 103.3045539"
"JALAN KIARAMAS 15,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0643884, 103.3042366"
"JALAN KIARAMAS 16,TAMAN KIARAMAS, KLUANG JOHOR","Monday,Thursday","2.0639822, 103.3039455"
"JALAN BELIMBING,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0471579, 103.3203024"
"JALAN DATO SYED ZAIN,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0451598, 103.318153"
"JALAN FONG WAN,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0432383, 103.3186874"
"JALAN ITHNIN MAAROF,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0449863, 103.3190256"
"JALAN JAMBU,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0431106, 103.3173826"
"JALAN KOPI,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0442236, 103.3191228"
"JALAN LEE KOK WAH,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0433203, 103.3179418"
"JALAN MANGGA,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0431106, 103.3173826"
"JALAN OOI BOON KENG,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0453221, 103.3201119"
"JALAN SIEW YONG THOI,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0449863, 103.3190256"
"JALAN SUKIMAN SAHLAN,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0441352, 103.3191156"
"JALAN TIAN MIN WAH,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.04387, 103.3211191"
"JALAN TONG TEOW KEE,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0449863, 103.3190256"
"LORONG BELIMBING 1,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0470482, 103.320363"
"LORONG BELIMBING 2,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0470482, 103.320363"
"JALAN CHEONG BOON SENG,TAMAN KLUANG, KLUANG JOHOR","Tuesday,Friday","2.0449863, 103.3190256"
"JALAN 1,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0089678, 103.2857062"
"JALAN 10,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0154818, 103.2985121"
"JALAN 116,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0087226, 103.2851253"
"JALAN 118,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0089708, 103.2843198"
"JALAN 12,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.015178, 103.298929"
"JALAN 120,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0095874, 103.2845816"
"JALAN 122,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0097728, 103.2837256"
"JALAN 124,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0079468, 103.2844938"
"JALAN 126,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0084641, 103.2843778"
"JALAN 13,TAMAN KLUANG BARAT, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0140162, 103.2966579"
"JALAN 15,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.015138, 103.297599"
"JALAN 16,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.014645, 103.2986331"
"JALAN 17,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0141072, 103.2983815"
"JALAN 18,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0145311, 103.2995211"
"JALAN 19,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0138486, 103.2988611"
"JALAN 2,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0261664, 103.3006708"
"JALAN 20,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0137704, 103.2993116"
"JALAN 21,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0142884, 103.299173"
"JALAN 23,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0147852, 103.2993126"
"JALAN 24,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0132351, 103.2981696"
"JALAN 25,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0113459, 103.2938105"
"JALAN 26,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0135372, 103.3000659"
"JALAN 27,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0111997, 103.2933714"
"JALAN 28,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0128212, 103.2982425"
"JALAN 29,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0113506, 103.2930113"
"JALAN 30,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0131204, 103.299389"
"JALAN 31,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0117231, 103.2925067"
"JALAN 32,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.013019, 103.299786"
"JALAN 33,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0110919, 103.292256"
"JALAN 34,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0125065, 103.2986231"
"JALAN 35,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.010818, 103.291884"
"JALAN 36,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.011259, 103.2907792"
"JALAN 37,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.011259, 103.2907792"
"JALAN 37 A,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.010818, 103.291884"
"JALAN 38,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.012171, 103.2912053"
"JALAN 39,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.013506, 103.2917194"
"JALAN 39 A,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.012778, 103.291237"
"JALAN 39 B,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0132683, 103.290983"
"JALAN 39 C,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0136425, 103.2903249"
"JALAN 39 D,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0144934, 103.2910452"
"JALAN 4,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0165697, 103.2973313"
"JALAN 40,TAMAN KLUANG BARAT, KLUANG JOHOR","Wednesday,Sunday","2.0120699, 103.2985483"
"JALAN 41,TAMAN KLUANG BARAT, KLUANG JOHOR","Tuesday,Friday","2.0121908, 103.2912583"
